formula,activity,syngony,length,width,depth,surface,km_value,km_unit,vmax_value,vmax_unit,target_source,reaction_type,c_min,c_max,c_const,c_const_unit,ccat_value,ccat_unit,ph,temperature,doi,pdf,access,title,journal,year,pdf_file,pdf_downloaded
BiOBr,peroxidase,tetragonal,1000-2000,1000-2000,1000-2000,,1.61,mM,2.63,10-8 M s-1,si,TMB + H2O2,0.0,1.8,0.2,mM,38.0,μg mL−1,4.0,40.0,10.1039/C3NR06533B,C3NR06533B,0,Hierarchical {001}-faceted BiOBr microspheres as a novel biomimetic catalyst: dark catalysis towards colorimetric biosensing and pollutant degradation,Nanoscale,2014,data/pdfs/pdf_nanozymes/C3NR06533B.pdf,False
BiOBr,peroxidase,tetragonal,1000-2000,1000-2000,1000-2000,,0.046,mM,0.37,10-8 M s-1,si,H2O2 + TMB,0.0,0.4,0.79,mM,38.0,μg mL−1,4.0,40.0,10.1039/C3NR06533B,C3NR06533B,0,Hierarchical {001}-faceted BiOBr microspheres as a novel biomimetic catalyst: dark catalysis towards colorimetric biosensing and pollutant degradation,Nanoscale,2014,data/pdfs/pdf_nanozymes/C3NR06533B.pdf,False
Pt,oxidase,,5,5,5,,0.63,mM,2.7,μM s-1,text,TMB,0.1,1.0,,,,,4.0,,10.1039/C3NR06896J,C3NR06896J,0,Lysozyme-directed synthesis of platinum nanoclusters as a mimic oxidase,Nanoscale,2014,data/pdfs/pdf_nanozymes/C3NR06896J.pdf,False
Au@Pt,peroxidase,,,,,,0.02,mM,2.91e-08,M s-1,text,TMB + H2O2,0.02,0.1,2.0,mM,10.4,pM,4.5,37.0,10.1039/C3RA23215H,C3RA23215H,0,Au@PtAg core/shell nanorods: tailoring enzyme-like activities via alloying,RSC Advances,2013,data/pdfs/pdf_nanozymes/C3RA23215H.pdf,False
Au@Pt,peroxidase,,,,,,76.0,mM,7.5e-07,M s-1,text,H2O2 + TMB,0.0,800.0,0.13,mM,10.4,pM,4.5,37.0,10.1039/C3RA23215H,C3RA23215H,0,Au@PtAg core/shell nanorods: tailoring enzyme-like activities via alloying,RSC Advances,2013,data/pdfs/pdf_nanozymes/C3RA23215H.pdf,False
Au@PtAg0.33,peroxidase,,,,,,0.016,mM,1.76e-08,M s-1,text,TMB + H2O2,0.01,0.1,2.0,mM,10.4,pM,4.5,37.0,10.1039/C3RA23215H,C3RA23215H,0,Au@PtAg core/shell nanorods: tailoring enzyme-like activities via alloying,RSC Advances,2013,data/pdfs/pdf_nanozymes/C3RA23215H.pdf,False
Au@PtAg0.33,peroxidase,,,,,,92.0,mM,5.4e-07,M s-1,text,H2O2 + TMB,0.0,800.0,0.13,mM,10.4,pM,4.5,37.0,10.1039/C3RA23215H,C3RA23215H,0,Au@PtAg core/shell nanorods: tailoring enzyme-like activities via alloying,RSC Advances,2013,data/pdfs/pdf_nanozymes/C3RA23215H.pdf,False
Au@PtAg0.5,peroxidase,,,,,,0.01,mM,1.29e-08,M s-1,text,TMB + H2O2,0.01,0.06,2.0,mM,10.4,pM,4.5,37.0,10.1039/C3RA23215H,C3RA23215H,0,Au@PtAg core/shell nanorods: tailoring enzyme-like activities via alloying,RSC Advances,2013,data/pdfs/pdf_nanozymes/C3RA23215H.pdf,False
Au@PtAg0.5,peroxidase,,,,,,111.8,mM,5e-07,M s-1,text,H2O2 + TMB,0.0,800.0,0.13,mM,10.4,pM,4.5,37.0,10.1039/C3RA23215H,C3RA23215H,0,Au@PtAg core/shell nanorods: tailoring enzyme-like activities via alloying,RSC Advances,2013,data/pdfs/pdf_nanozymes/C3RA23215H.pdf,False
Au-Pt,oxidase,,,,,,8.9,μM,1.77e-08,M s-1,text,TMB,0.0,0.05,,,41.7,pM,4.5,37.0,10.1039/C3RA23215H,C3RA23215H,0,Au@PtAg core/shell nanorods: tailoring enzyme-like activities via alloying,RSC Advances,2013,data/pdfs/pdf_nanozymes/C3RA23215H.pdf,False
Au@PtAg0.33,oxidase,,,,,,6.5,μM,9.2e-09,M s-1,text,TMB,0.0,0.14,,,41.7,pM,4.5,37.0,10.1039/C3RA23215H,C3RA23215H,0,Au@PtAg core/shell nanorods: tailoring enzyme-like activities via alloying,RSC Advances,2013,data/pdfs/pdf_nanozymes/C3RA23215H.pdf,False
Au@PtAg0.5,oxidase,,,,,,6.5,μM,5.6e-09,M s-1,text,TMB,0.0,0.14,,,41.7,pM,4.5,37.0,10.1039/C3RA23215H,C3RA23215H,0,Au@PtAg core/shell nanorods: tailoring enzyme-like activities via alloying,RSC Advances,2013,data/pdfs/pdf_nanozymes/C3RA23215H.pdf,False
VO2,peroxidase,monoclinic,,103.1,103.1,,0.146,mM,131.0,10-8 M s-1,si,TMB + H2O2,0.05,0.3,5.0,mM,10.0,μg mL−1,5.0,,10.1039/C3TA15051H,C3TA15051H,0,"Monocrystalline VO2 (B) nanobelts: large-scale synthesis, intrinsic peroxidase-like activity and application in biosensing",Journal of Materials Chemistry A,2014,data/pdfs/pdf_nanozymes/C3TA15051H.pdf,False
VO2,peroxidase,monoclinic,,103.1,103.1,,1.69,mM,177.0,10-8 M s-1,si,H2O2 + TMB,0.0,5.0,100.0,μM,10.0,μg mL−1,5.0,,10.1039/C3TA15051H,C3TA15051H,0,"Monocrystalline VO2 (B) nanobelts: large-scale synthesis, intrinsic peroxidase-like activity and application in biosensing",Journal of Materials Chemistry A,2014,data/pdfs/pdf_nanozymes/C3TA15051H.pdf,False
Si,peroxidase,,12,12,12,,1.502,mM,14.72,10-8 M s-1,text,TMB + H2O2,,,20.0,mM,,,4.0,40.0,10.1039/C4CC01703J,C4CC01703J,0,Water-dispersible silicon dots as a peroxidase mimetic for the highly-sensitive colorimetric detection of glucose,Chem. Commun.,2014,data/pdfs/pdf_nanozymes/C4CC01703J.pdf,False
Si,peroxidase,,12,12,12,,0.065,mM,5.65,10-8 M s-1,text,H2O2 + TMB,,,320.0,μM,,,4.0,40.0,10.1039/C4CC01703J,C4CC01703J,0,Water-dispersible silicon dots as a peroxidase mimetic for the highly-sensitive colorimetric detection of glucose,Chem. Commun.,2014,data/pdfs/pdf_nanozymes/C4CC01703J.pdf,False
NiTe,peroxidase,rhombohedral,5000,45,45,,0.011,mM,4.27e-08,Ms-1,text,ABTS + H2O2,,,,,2.0,mg mL-1,4.0,30.0,10.1039/C4CC06684G,C4CC06684G,0,Novel magnetic nickel telluride nanowires decorated with thorns: synthesis and their intrinsic peroxidase-like activity for detection of glucose,Chem. Commun.,2014,data/pdfs/pdf_nanozymes/C4CC06684G.pdf,False
MoS2,peroxidase,,,,,,0.525,mmol L-1,4.29e-08,mol L-1/s,si,TMB + H2O2,0.0,0.12,0.08,mmol L-1,1.8,μg mL−1,6.9,30.0,10.1039/C4NR03393K,C4NR03393K,0,Seeing diabetes: visual detection of glucose based on the intrinsic peroxidase-like activity of MoS<sub>2</sub> nanosheets,Nanoscale,2014,data/pdfs/pdf_nanozymes/C4NR03393K.pdf,False
MoS2,peroxidase,,,,,,0.0116,mmol L-1,5.16e-08,mol L-1/s,si,H2O2 + TMB,0.2,1.2,1.2,mmol L-1,1.8,μg mL−1,6.9,30.0,10.1039/C4NR03393K,C4NR03393K,0,Seeing diabetes: visual detection of glucose based on the intrinsic peroxidase-like activity of MoS<sub>2</sub> nanosheets,Nanoscale,2014,data/pdfs/pdf_nanozymes/C4NR03393K.pdf,False
MoO3,peroxidase,,,,,,0.093,mM,3.041,10-8 M s-1,si,TMB + H2O2,0.0,1.0,5.0,mM,16.0,μg,4.0,40.0,10.1039/C4NR04115A,C4NR04115A,0,Liquid-phase growth of platinum nanoparticles on molybdenum trioxide nanosheets: an enhanced catalyst with intrinsic peroxidase-like catalytic activity,Nanoscale,2014,data/pdfs/pdf_nanozymes/C4NR04115A.pdf,False
MoO3,peroxidase,,,,,,109.5,mM,5.281,10-8 M s-1,si,H2O2 + TMB,0.0,12.0,800.0,μM,16.0,μg,4.0,40.0,10.1039/C4NR04115A,C4NR04115A,0,Liquid-phase growth of platinum nanoparticles on molybdenum trioxide nanosheets: an enhanced catalyst with intrinsic peroxidase-like catalytic activity,Nanoscale,2014,data/pdfs/pdf_nanozymes/C4NR04115A.pdf,False
Pt,peroxidase,,1-3,1-3,1-3,,0.301,mM,4.252,10-8 M s-1,si,TMB + H2O2,0.0,1.0,5.0,mM,0.396,μg,4.0,40.0,10.1039/C4NR04115A,C4NR04115A,0,Liquid-phase growth of platinum nanoparticles on molybdenum trioxide nanosheets: an enhanced catalyst with intrinsic peroxidase-like catalytic activity,Nanoscale,2014,data/pdfs/pdf_nanozymes/C4NR04115A.pdf,False
Pt,peroxidase,,1-3,1-3,1-3,,6.1,mM,3.611,10-8 M s-1,si,H2O2 + TMB,0.0,12.0,800.0,μM,0.396,μg,4.0,40.0,10.1039/C4NR04115A,C4NR04115A,0,Liquid-phase growth of platinum nanoparticles on molybdenum trioxide nanosheets: an enhanced catalyst with intrinsic peroxidase-like catalytic activity,Nanoscale,2014,data/pdfs/pdf_nanozymes/C4NR04115A.pdf,False
Pt-MoO3,peroxidase,,,,,,0.296,mM,4.263,10-8 M s-1,si,TMB + H2O2,0.0,1.0,5.0,mM,,,4.0,40.0,10.1039/C4NR04115A,C4NR04115A,0,Liquid-phase growth of platinum nanoparticles on molybdenum trioxide nanosheets: an enhanced catalyst with intrinsic peroxidase-like catalytic activity,Nanoscale,2014,data/pdfs/pdf_nanozymes/C4NR04115A.pdf,False
Pt-MoO3,peroxidase,,,,,,5.9,mM,3.625,10-8 M s-1,si,H2O2 + TMB,0.0,12.0,800.0,μM,,,4.0,40.0,10.1039/C4NR04115A,C4NR04115A,0,Liquid-phase growth of platinum nanoparticles on molybdenum trioxide nanosheets: an enhanced catalyst with intrinsic peroxidase-like catalytic activity,Nanoscale,2014,data/pdfs/pdf_nanozymes/C4NR04115A.pdf,False
Pt-MoO3,peroxidase,,,,,,0.106,mM,4.286,10-8 M s-1,si,TMB + H2O2,0.0,1.0,5.0,mM,,,4.0,40.0,10.1039/C4NR04115A,C4NR04115A,0,Liquid-phase growth of platinum nanoparticles on molybdenum trioxide nanosheets: an enhanced catalyst with intrinsic peroxidase-like catalytic activity,Nanoscale,2014,data/pdfs/pdf_nanozymes/C4NR04115A.pdf,False
Pt-MoO3,peroxidase,,,,,,3.2,mM,3.794,10-8 M s-1,si,H2O2 + TMB,0.0,12.0,800.0,μM,,,4.0,40.0,10.1039/C4NR04115A,C4NR04115A,0,Liquid-phase growth of platinum nanoparticles on molybdenum trioxide nanosheets: an enhanced catalyst with intrinsic peroxidase-like catalytic activity,Nanoscale,2014,data/pdfs/pdf_nanozymes/C4NR04115A.pdf,False
SiO2@Co3O4,peroxidase,,,,,,0.087,mM,0.012,Ms-1 (10-8),text,TMB + H2O2,0.015,0.4,100.0,mM,10.0,μg mL−1,5.0,30.0,10.1039/C4RA12596G,C4RA12596G,0,A facile synthetic approach for SiO<sub>2</sub>@Co<sub>3</sub>O<sub>4</sub> coreâ€“shell nanorattles with enhanced peroxidase-like activity,RSC Advances,2015,data/pdfs/pdf_nanozymes/C4RA12596G.pdf,False
SiO2@Co3O4,peroxidase,,,,,,25.2,mM,0.015,Ms-1 (10-8),text,H2O2 + TMB,6.0,200.0,0.3,mM,10.0,μg mL−1,5.0,30.0,10.1039/C4RA12596G,C4RA12596G,0,A facile synthetic approach for SiO<sub>2</sub>@Co<sub>3</sub>O<sub>4</sub> coreâ€“shell nanorattles with enhanced peroxidase-like activity,RSC Advances,2015,data/pdfs/pdf_nanozymes/C4RA12596G.pdf,False
CoFe2O4,peroxidase,,4.1,4.1,4.1,,0.00645,mM,0.08258,M/min,si,TMB + H2O2,0.0,30.0,10.0,mM,,,4.0,37.0,10.1039/C4RA15675G,C4RA15675G,0,A simple route to CoFe<sub>2</sub>O<sub>4</sub> nanoparticles with shape and size control and their tunable peroxidase-like activity,RSC Advances,2015,data/pdfs/pdf_nanozymes/C4RA15675G.pdf,False
CoFe2O4,peroxidase,,4.1,4.1,4.1,,0.03551,mM,0.50178,M/min,si,H2O2 + TMB,0.0,100.0,1.5,mM,,,4.0,37.0,10.1039/C4RA15675G,C4RA15675G,0,A simple route to CoFe<sub>2</sub>O<sub>4</sub> nanoparticles with shape and size control and their tunable peroxidase-like activity,RSC Advances,2015,data/pdfs/pdf_nanozymes/C4RA15675G.pdf,False
CoFe2O4,peroxidase,,13.8,13.8,13.8,,0.05537,mM,0.01586,M/min,si,TMB + H2O2,0.0,30.0,10.0,mM,,,4.0,37.0,10.1039/C4RA15675G,C4RA15675G,0,A simple route to CoFe<sub>2</sub>O<sub>4</sub> nanoparticles with shape and size control and their tunable peroxidase-like activity,RSC Advances,2015,data/pdfs/pdf_nanozymes/C4RA15675G.pdf,False
CoFe2O4,peroxidase,,13.8,13.8,13.8,,0.22769,mM,0.02629,M/min,si,H2O2 + TMB,0.0,100.0,1.5,mM,,,4.0,37.0,10.1039/C4RA15675G,C4RA15675G,0,A simple route to CoFe<sub>2</sub>O<sub>4</sub> nanoparticles with shape and size control and their tunable peroxidase-like activity,RSC Advances,2015,data/pdfs/pdf_nanozymes/C4RA15675G.pdf,False
CoFe2O4,peroxidase,,24.5,24.5,24.5,,0.01725,mM,0.06163,M/min,si,TMB + H2O2,0.0,30.0,10.0,mM,,,4.0,37.0,10.1039/C4RA15675G,C4RA15675G,0,A simple route to CoFe<sub>2</sub>O<sub>4</sub> nanoparticles with shape and size control and their tunable peroxidase-like activity,RSC Advances,2015,data/pdfs/pdf_nanozymes/C4RA15675G.pdf,False
CoFe2O4,peroxidase,,24.5,24.5,24.5,,0.03934,mM,0.07688,M/min,si,H2O2 + TMB,0.0,100.0,1.5,mM,,,4.0,37.0,10.1039/C4RA15675G,C4RA15675G,0,A simple route to CoFe<sub>2</sub>O<sub>4</sub> nanoparticles with shape and size control and their tunable peroxidase-like activity,RSC Advances,2015,data/pdfs/pdf_nanozymes/C4RA15675G.pdf,False
CoFe2O4,peroxidase,,32.1,32.1,32.1,,0.02427,mM,0.04052,M/min,si,TMB + H2O2,0.0,30.0,10.0,mM,,,4.0,37.0,10.1039/C4RA15675G,C4RA15675G,0,A simple route to CoFe<sub>2</sub>O<sub>4</sub> nanoparticles with shape and size control and their tunable peroxidase-like activity,RSC Advances,2015,data/pdfs/pdf_nanozymes/C4RA15675G.pdf,False
CoFe2O4,peroxidase,,32.1,32.1,32.1,,0.06607,mM,0.05522,M/min,si,H2O2 + TMB,0.0,100.0,1.5,mM,,,4.0,37.0,10.1039/C4RA15675G,C4RA15675G,0,A simple route to CoFe<sub>2</sub>O<sub>4</sub> nanoparticles with shape and size control and their tunable peroxidase-like activity,RSC Advances,2015,data/pdfs/pdf_nanozymes/C4RA15675G.pdf,False
CoFe2O4,peroxidase,,45.2,45.2,45.2,,0.03476,mM,0.03881,M/min,si,TMB + H2O2,0.0,30.0,10.0,mM,,,4.0,37.0,10.1039/C4RA15675G,C4RA15675G,0,A simple route to CoFe<sub>2</sub>O<sub>4</sub> nanoparticles with shape and size control and their tunable peroxidase-like activity,RSC Advances,2015,data/pdfs/pdf_nanozymes/C4RA15675G.pdf,False
CoFe2O4,peroxidase,,45.2,45.2,45.2,,0.11073,mM,0.06253,M/min,si,H2O2 + TMB,0.0,100.0,1.5,mM,,,4.0,37.0,10.1039/C4RA15675G,C4RA15675G,0,A simple route to CoFe<sub>2</sub>O<sub>4</sub> nanoparticles with shape and size control and their tunable peroxidase-like activity,RSC Advances,2015,data/pdfs/pdf_nanozymes/C4RA15675G.pdf,False
Ni(OH)2,peroxidase,,3000-4000,3000-4000,3000-4000,,0.023,mM,,,text,TMB + H2O2,0.0,0.2,,,0.5,mg,4.0,,10.1039/C4TB00968A,C4TB00968A,0,Intrinsic peroxidase-like activity of mesoporous nickel oxide for selective cysteine sensing,Journal of Materials Chemistry B,2014,data/pdfs/pdf_nanozymes/C4TB00968A.pdf,False
Ni(OH)2,peroxidase,,3000-4000,3000-4000,3000-4000,,1.76,mM,,,text,H2O2 + TMB,9.0,74.0,,,0.5,mg,4.0,,10.1039/C4TB00968A,C4TB00968A,0,Intrinsic peroxidase-like activity of mesoporous nickel oxide for selective cysteine sensing,Journal of Materials Chemistry B,2014,data/pdfs/pdf_nanozymes/C4TB00968A.pdf,False
NiO,peroxidase,,,,,,0.018,mM,,,text,TMB + H2O2,0.0,0.2,,,0.5,mg,4.0,,10.1039/C4TB00968A,C4TB00968A,0,Intrinsic peroxidase-like activity of mesoporous nickel oxide for selective cysteine sensing,Journal of Materials Chemistry B,2014,data/pdfs/pdf_nanozymes/C4TB00968A.pdf,False
NiO,peroxidase,,,,,,1.77,mM,,,text,H2O2 + TMB,9.0,74.0,,,0.5,mg,4.0,,10.1039/C4TB00968A,C4TB00968A,0,Intrinsic peroxidase-like activity of mesoporous nickel oxide for selective cysteine sensing,Journal of Materials Chemistry B,2014,data/pdfs/pdf_nanozymes/C4TB00968A.pdf,False
WS2,peroxidase,,,,,,1.83,mM,4.31e-08,M/s,si,TMB + H2O2,0.2,2.0,0.12,mmol L−1,3.2,μg mL−1,4.0,40.0,10.1039/C5AN00031A,C5AN00031A,0,Hemin-functionalized WS<sub>2</sub> nanosheets as highly active peroxidase mimetics for label-free colorimetric detection of H<sub>2</sub>O<sub>2</sub> and glucose,The Analyst,2015,data/pdfs/pdf_nanozymes/C5AN00031A.pdf,False
WS2,peroxidase,,,,,,0.24,mM,4.52e-08,M/s,si,H2O2 + TMB,0.0,1.0,1.0,mmol L−1,3.2,μg mL−1,4.0,40.0,10.1039/C5AN00031A,C5AN00031A,0,Hemin-functionalized WS<sub>2</sub> nanosheets as highly active peroxidase mimetics for label-free colorimetric detection of H<sub>2</sub>O<sub>2</sub> and glucose,The Analyst,2015,data/pdfs/pdf_nanozymes/C5AN00031A.pdf,False
WS2,peroxidase,,,,,hemin,0.467,mM,6.45e-08,M/s,si,TMB + H2O2,0.2,2.0,0.12,mmol L−1,3.2,μg mL−1,4.0,40.0,10.1039/C5AN00031A,C5AN00031A,0,Hemin-functionalized WS<sub>2</sub> nanosheets as highly active peroxidase mimetics for label-free colorimetric detection of H<sub>2</sub>O<sub>2</sub> and glucose,The Analyst,2015,data/pdfs/pdf_nanozymes/C5AN00031A.pdf,False
WS2,peroxidase,,,,,hemin,0.926,mM,2.57e-08,M/s,si,H2O2 + TMB,0.0,1.0,1.0,mmol L−1,3.2,μg mL−1,4.0,40.0,10.1039/C5AN00031A,C5AN00031A,0,Hemin-functionalized WS<sub>2</sub> nanosheets as highly active peroxidase mimetics for label-free colorimetric detection of H<sub>2</sub>O<sub>2</sub> and glucose,The Analyst,2015,data/pdfs/pdf_nanozymes/C5AN00031A.pdf,False
Pd,peroxidase,,3.5,3.5,3.5,glutathione,0.08,mM,2.24e-07,Ms-1,text,TMB + H2O2,0.03,0.15,125.0,mM,900.0,nM,4.0,20.0,10.1039/C5AN01103E,C5AN01103E,0,Glutathione-stabilized palladium nanozyme for colorimetric assay of silver(<scp>i</scp>) ions,The Analyst,2015,data/pdfs/pdf_nanozymes/C5AN01103E.pdf,False
Pd,peroxidase,,3.5,3.5,3.5,glutathione,137.0,mM,2.46e-07,Ms-1,text,H2O2 + TMB,30.0,180.0,0.125,mM,900.0,nM,4.0,20.0,10.1039/C5AN01103E,C5AN01103E,0,Glutathione-stabilized palladium nanozyme for colorimetric assay of silver(<scp>i</scp>) ions,The Analyst,2015,data/pdfs/pdf_nanozymes/C5AN01103E.pdf,False
Pd,peroxidase,,2.6,2.6,2.6,glutathione,0.068,mM,3.15e-07,Ms-1,text,TMB + H2O2,0.03,0.15,125.0,mM,900.0,nM,4.0,20.0,10.1039/C5AN01103E,C5AN01103E,0,Glutathione-stabilized palladium nanozyme for colorimetric assay of silver(<scp>i</scp>) ions,The Analyst,2015,data/pdfs/pdf_nanozymes/C5AN01103E.pdf,False
Pd,peroxidase,,2.6,2.6,2.6,glutathione,156.0,mM,4.08e-07,Ms-1,text,H2O2 + TMB,30.0,180.0,0.125,mM,900.0,nM,4.0,20.0,10.1039/C5AN01103E,C5AN01103E,0,Glutathione-stabilized palladium nanozyme for colorimetric assay of silver(<scp>i</scp>) ions,The Analyst,2015,data/pdfs/pdf_nanozymes/C5AN01103E.pdf,False
Pd,peroxidase,,1.4,1.4,1.4,glutathione,0.045,mM,9.1e-08,Ms-1,text,TMB + H2O2,0.03,0.15,125.0,mM,900.0,nM,4.0,20.0,10.1039/C5AN01103E,C5AN01103E,0,Glutathione-stabilized palladium nanozyme for colorimetric assay of silver(<scp>i</scp>) ions,The Analyst,2015,data/pdfs/pdf_nanozymes/C5AN01103E.pdf,False
Pd,peroxidase,,1.4,1.4,1.4,glutathione,254.0,mM,2.08e-07,Ms-1,text,H2O2 + TMB,30.0,180.0,0.125,mM,900.0,nM,4.0,20.0,10.1039/C5AN01103E,C5AN01103E,0,Glutathione-stabilized palladium nanozyme for colorimetric assay of silver(<scp>i</scp>) ions,The Analyst,2015,data/pdfs/pdf_nanozymes/C5AN01103E.pdf,False
Mn3O4,oxidase,tetragonal,150,150,150,,0.025,mM,5.07,10-8 M s-1,text,TMB,,,,,5.0,mg L-1,3.5,35.0,10.1039/C5AY01732G,C5AY01732G,0,Evaluation of the antioxidant activity of phenols and tannic acid determination with Mn<sub>3</sub>O<sub>4</sub>nano-octahedrons as an oxidase mimic,Analytical Methods,2015,data/pdfs/pdf_nanozymes/C5AY01732G.pdf,False
Cu3(PO4)2,peroxidase,,5000,5000,5000,BSA,35.18,mM,3.39e-08,M s-1,text,H2O2 + TMB,,,,,,,4.0,37.0,10.1039/C5CC00040H,C5CC00040H,0,Self-assembly of an organicâ€“inorganic hybrid nanoflower as an efficient biomimetic catalyst for self-activated tandem reactions,Chemical Communications,2015,data/pdfs/pdf_nanozymes/C5CC00040H.pdf,False
MnFe2O4,peroxidase,,4,4,4,,0.00146,mM,0.00698,M s-1,si,H2O2 + TMB,0.0,1.2,10.0,mM,,,3.5,37.0,10.1039/C5DT01585E,C5DT01585E,0,Size- and shape-dependent peroxidase-like catalytic activity of MnFe<sub>2</sub>O<sub>4</sub> Nanoparticles and their applications in highly efficient colorimetric detection of target cancer cells,Dalton Transactions,2015,data/pdfs/pdf_nanozymes/C5DT01585E.pdf,False
MnFe2O4,peroxidase,,16,16,16,,0.0964,mM,0.000353,M s-1,si,H2O2 + TMB,0.0,1.2,10.0,mM,,,3.5,37.0,10.1039/C5DT01585E,C5DT01585E,0,Size- and shape-dependent peroxidase-like catalytic activity of MnFe<sub>2</sub>O<sub>4</sub> Nanoparticles and their applications in highly efficient colorimetric detection of target cancer cells,Dalton Transactions,2015,data/pdfs/pdf_nanozymes/C5DT01585E.pdf,False
MnFe2O4,peroxidase,,18,18,18,,0.0258,mM,0.00155,M s-1,si,H2O2 + TMB,0.0,1.2,10.0,mM,,,3.5,37.0,10.1039/C5DT01585E,C5DT01585E,0,Size- and shape-dependent peroxidase-like catalytic activity of MnFe<sub>2</sub>O<sub>4</sub> Nanoparticles and their applications in highly efficient colorimetric detection of target cancer cells,Dalton Transactions,2015,data/pdfs/pdf_nanozymes/C5DT01585E.pdf,False
MnFe2O4,peroxidase,,27,27,27,,0.033,mM,0.00073,M s-1,si,H2O2 + TMB,0.0,1.2,10.0,mM,,,3.5,37.0,10.1039/C5DT01585E,C5DT01585E,0,Size- and shape-dependent peroxidase-like catalytic activity of MnFe<sub>2</sub>O<sub>4</sub> Nanoparticles and their applications in highly efficient colorimetric detection of target cancer cells,Dalton Transactions,2015,data/pdfs/pdf_nanozymes/C5DT01585E.pdf,False
MnFe2O4,peroxidase,,4,4,4,,0.112,mM,0.00715,M s-1,si,TMB + H2O2,0.0,25.0,1.5,mM,,,3.5,37.0,10.1039/C5DT01585E,C5DT01585E,0,Size- and shape-dependent peroxidase-like catalytic activity of MnFe<sub>2</sub>O<sub>4</sub> Nanoparticles and their applications in highly efficient colorimetric detection of target cancer cells,Dalton Transactions,2015,data/pdfs/pdf_nanozymes/C5DT01585E.pdf,False
MnFe2O4,peroxidase,,16,16,16,,0.543,mM,0.000515,M s-1,si,TMB + H2O2,0.0,25.0,1.5,mM,,,3.5,37.0,10.1039/C5DT01585E,C5DT01585E,0,Size- and shape-dependent peroxidase-like catalytic activity of MnFe<sub>2</sub>O<sub>4</sub> Nanoparticles and their applications in highly efficient colorimetric detection of target cancer cells,Dalton Transactions,2015,data/pdfs/pdf_nanozymes/C5DT01585E.pdf,False
MnFe2O4,peroxidase,,18,18,18,,0.242,mM,0.00494,M s-1,si,TMB + H2O2,0.0,25.0,1.5,mM,,,3.5,37.0,10.1039/C5DT01585E,C5DT01585E,0,Size- and shape-dependent peroxidase-like catalytic activity of MnFe<sub>2</sub>O<sub>4</sub> Nanoparticles and their applications in highly efficient colorimetric detection of target cancer cells,Dalton Transactions,2015,data/pdfs/pdf_nanozymes/C5DT01585E.pdf,False
MnFe2O4,peroxidase,,27,27,27,,0.304,mM,0.00176,M s-1,si,TMB + H2O2,0.0,25.0,1.5,mM,,,3.5,37.0,10.1039/C5DT01585E,C5DT01585E,0,Size- and shape-dependent peroxidase-like catalytic activity of MnFe<sub>2</sub>O<sub>4</sub> Nanoparticles and their applications in highly efficient colorimetric detection of target cancer cells,Dalton Transactions,2015,data/pdfs/pdf_nanozymes/C5DT01585E.pdf,False
Ag3PO4,oxidase,,1600,1600,1600,,3.31,mM,2.77e-06,M s-1,si,OPD,0.7,1.2,,,20.0,μg mL−1,4.5,50.0,10.1039/C5DT04192A,C5DT04192A,0,Oxidase-like mimic of Ag@Ag<sub>3</sub>PO<sub>4</sub> microcubes as a smart probe for ultrasensitive and selective Hg<sup>2+</sup> detection,Dalton Transactions,2016,data/pdfs/pdf_nanozymes/C5DT04192A.pdf,False
Ag3PO4,oxidase,cubic,1600,1600,1600,,2.09,mM,2.42e-05,M s-1,si,TMB,0.05,0.25,,,70.0,μg mL−1,6.0,20.0,10.1039/C5DT04192A,C5DT04192A,0,Oxidase-like mimic of Ag@Ag<sub>3</sub>PO<sub>4</sub> microcubes as a smart probe for ultrasensitive and selective Hg<sup>2+</sup> detection,Dalton Transactions,2016,data/pdfs/pdf_nanozymes/C5DT04192A.pdf,False
Ag@Ag3PO4,oxidase,,,,,,1.23,mM,5.18e-06,M s-1,si,OPD,0.7,1.2,,,20.0,μg mL−1,4.5,50.0,10.1039/C5DT04192A,C5DT04192A,0,Oxidase-like mimic of Ag@Ag<sub>3</sub>PO<sub>4</sub> microcubes as a smart probe for ultrasensitive and selective Hg<sup>2+</sup> detection,Dalton Transactions,2016,data/pdfs/pdf_nanozymes/C5DT04192A.pdf,False
Ag@Ag3PO4,oxidase,,,,,,0.11,mM,6.32e-06,M s-1,si,TMB,0.05,0.25,,,70.0,μg mL−1,6.0,20.0,10.1039/C5DT04192A,C5DT04192A,0,Oxidase-like mimic of Ag@Ag<sub>3</sub>PO<sub>4</sub> microcubes as a smart probe for ultrasensitive and selective Hg<sup>2+</sup> detection,Dalton Transactions,2016,data/pdfs/pdf_nanozymes/C5DT04192A.pdf,False
ZnFe2O4,peroxidase,,104,27,27,,490.72,mM,6.32,10-8 M s-1,text,H2O2 + TMB,9.5,634.0,10.0,mM,1.0,mg mL-1,4.0,,10.1039/C5NJ02547H,C5NJ02547H,0,Hierarchical growth of ZnFe<sub>2</sub>O<sub>4</sub> for sensing applications,New J. Chem.,2016,data/pdfs/pdf_nanozymes/C5NJ02547H.pdf,False
