name,np_shell_2,np_hydro_size,xrd_scherrer_size,zfc_h_meas,htherm_sar,mri_r1,mri_r2,emic_size,instrument,core_shell_formula,np_core,np_shell,space_group_core,space_group_shell,squid_h_max,fc_field_T,squid_temperature,squid_sat_mag,coercivity,squid_rem_mag,exchange_bias_shift_Oe,vertical_loop_shift_M_vsl_emu_g,hc_kOe,doi,pdf,supp,journal,publisher,year,title,access,verification required,verified_by,verification_date,has_mistake_in_matadata,comment,article_name_folder,supp_info_name_folder,pdf_file,pdf_downloaded
,,,,,,8.0,274.0,28.0,,,Fe1Fe2O4,,,,3.0,,300.0,89.0,0.0,0.0,0.0,,,10.1039/d1nr03335b,d1nr03335b.pdf,d1nr03335b_SI.pdf,Nanoscale,Royal Society of Chemistry (RSC),2021,"Unveiling the role of surface, size, shape and defects of iron oxide nanoparticles for theranostic applications",1.0,,,,,,dataset2_93,dataset2_93_supp,data/pdfs/pdf_nanomag/d1nr03335b.pdf,True
,,,,,,1.6,14.0,2.5,,,Fe1Fe2O4,PASP,,,,,,,,,,,,10.1186/s12951-022-01562-y,s12951-022-01562-y.pdf,s12951-022-01562-y_SI.pdf,Journal of Nanobiotechnology,Springer Science and Business Media LLC,2022,Biodegradable and biocompatible exceedingly small magnetic iron oxide nanoparticles for T1-weighted magnetic resonance imaging of tumors,1.0,,,,,,dataset2_103,dataset2_103_supp,data/pdfs/pdf_nanomag/s12951-022-01562-y.pdf,True
,,,,,,4.7,89.3,6.0,,,Fe1Fe2O4,PASP,,,,,,,,,,,,10.1186/s12951-022-01562-y,s12951-022-01562-y.pdf,s12951-022-01562-y_SI.pdf,Journal of Nanobiotechnology,Springer Science and Business Media LLC,2022,Biodegradable and biocompatible exceedingly small magnetic iron oxide nanoparticles for T1-weighted magnetic resonance imaging of tumors,1.0,,,,,,dataset2_103,dataset2_103_supp,data/pdfs/pdf_nanomag/s12951-022-01562-y.pdf,True
,,,,,,5.4,154.2,8.0,,,Fe1Fe2O4,PASP,,,,,,,,,,,,10.1186/s12951-022-01562-y,s12951-022-01562-y.pdf,s12951-022-01562-y_SI.pdf,Journal of Nanobiotechnology,Springer Science and Business Media LLC,2022,Biodegradable and biocompatible exceedingly small magnetic iron oxide nanoparticles for T1-weighted magnetic resonance imaging of tumors,1.0,,,,,,dataset2_103,dataset2_103_supp,data/pdfs/pdf_nanomag/s12951-022-01562-y.pdf,True
,,,,,,5.5,31.9,3.3,,,Fe1Fe2O4,PASP,,,,,,,,,,,,10.1186/s12951-022-01562-y,s12951-022-01562-y.pdf,s12951-022-01562-y_SI.pdf,Journal of Nanobiotechnology,Springer Science and Business Media LLC,2022,Biodegradable and biocompatible exceedingly small magnetic iron oxide nanoparticles for T1-weighted magnetic resonance imaging of tumors,1.0,,,,,,dataset2_103,dataset2_103_supp,data/pdfs/pdf_nanomag/s12951-022-01562-y.pdf,True
,,,,,,5.2,27.8,3.8,,,Fe1Fe2O4,PASP,,,,,,,,,,,,10.1186/s12951-022-01562-y,s12951-022-01562-y.pdf,s12951-022-01562-y_SI.pdf,Journal of Nanobiotechnology,Springer Science and Business Media LLC,2022,Biodegradable and biocompatible exceedingly small magnetic iron oxide nanoparticles for T1-weighted magnetic resonance imaging of tumors,1.0,,,,,,dataset2_103,dataset2_103_supp,data/pdfs/pdf_nanomag/s12951-022-01562-y.pdf,True
,,,,,,3.5,25.6,2.6,,,Fe1Fe2O4,PASP,,,,,,,,,,,,10.1186/s12951-022-01562-y,s12951-022-01562-y.pdf,s12951-022-01562-y_SI.pdf,Journal of Nanobiotechnology,Springer Science and Business Media LLC,2022,Biodegradable and biocompatible exceedingly small magnetic iron oxide nanoparticles for T1-weighted magnetic resonance imaging of tumors,1.0,,,,,,dataset2_103,dataset2_103_supp,data/pdfs/pdf_nanomag/s12951-022-01562-y.pdf,True
,,,,,,0.4,5.7,2.4,,,Fe1Fe2O4,PASP,,,,,,,,,,,,10.1186/s12951-022-01562-y,s12951-022-01562-y.pdf,s12951-022-01562-y_SI.pdf,Journal of Nanobiotechnology,Springer Science and Business Media LLC,2022,Biodegradable and biocompatible exceedingly small magnetic iron oxide nanoparticles for T1-weighted magnetic resonance imaging of tumors,1.0,,,,,,dataset2_103,dataset2_103_supp,data/pdfs/pdf_nanomag/s12951-022-01562-y.pdf,True
,,,,,,7.0,34.0,3.7,,,Fe1Fe2O4,PASP,,,30.0,,300.0,16.0,0.0,0.0,,,,10.1186/s12951-022-01562-y,s12951-022-01562-y.pdf,s12951-022-01562-y_SI.pdf,Journal of Nanobiotechnology,Springer Science and Business Media LLC,2022,Biodegradable and biocompatible exceedingly small magnetic iron oxide nanoparticles for T1-weighted magnetic resonance imaging of tumors,1.0,,,,,,dataset2_103,dataset2_103_supp,data/pdfs/pdf_nanomag/s12951-022-01562-y.pdf,True
,,,,,,0.9,48.9,3.7,,,Fe1Fe2O4,PASP,,,30.0,,300.0,16.0,0.0,0.0,,,,10.1186/s12951-022-01562-y,s12951-022-01562-y.pdf,s12951-022-01562-y_SI.pdf,Journal of Nanobiotechnology,Springer Science and Business Media LLC,2022,Biodegradable and biocompatible exceedingly small magnetic iron oxide nanoparticles for T1-weighted magnetic resonance imaging of tumors,1.0,,,,,,dataset2_103,dataset2_103_supp,data/pdfs/pdf_nanomag/s12951-022-01562-y.pdf,True
,,,,,,6.2,34.6,4.0,,,Fe1Fe2O4,PASP,,,,,,,,,,,,10.1186/s12951-022-01562-y,s12951-022-01562-y.pdf,s12951-022-01562-y_SI.pdf,Journal of Nanobiotechnology,Springer Science and Business Media LLC,2022,Biodegradable and biocompatible exceedingly small magnetic iron oxide nanoparticles for T1-weighted magnetic resonance imaging of tumors,1.0,,,,,,dataset2_103,dataset2_103_supp,data/pdfs/pdf_nanomag/s12951-022-01562-y.pdf,True
,,,,,,6.0,38.8,4.8,,,Fe1Fe2O4,PASP,,,,,,,,,,,,10.1186/s12951-022-01562-y,s12951-022-01562-y.pdf,s12951-022-01562-y_SI.pdf,Journal of Nanobiotechnology,Springer Science and Business Media LLC,2022,Biodegradable and biocompatible exceedingly small magnetic iron oxide nanoparticles for T1-weighted magnetic resonance imaging of tumors,1.0,,,,,,dataset2_103,dataset2_103_supp,data/pdfs/pdf_nanomag/s12951-022-01562-y.pdf,True
,,,,,,,249.0,6.0,,,Mn1Fe2O4,PEG,,,10.0,,300.0,48.3,0.0,0.0,,,,10.1186/s40580-014-0032-4,s40580-014-0032-4.pdf,0,Nano Convergence,Springer Science and Business Media LLC,2015,A systematic study of core size and coating thickness on manganese-doped nanocrystals for high T2 relaxivity as magnetic resonance contrast agent,1.0,,,,,,dataset2_104,0,data/pdfs/pdf_nanomag/s40580-014-0032-4.pdf,True
,,,,,,,448.0,12.0,,,Mn1Fe2O4,PEG,,,10.0,,300.0,87.7,0.0,0.0,,,,10.1186/s40580-014-0032-4,s40580-014-0032-4.pdf,0,Nano Convergence,Springer Science and Business Media LLC,2015,A systematic study of core size and coating thickness on manganese-doped nanocrystals for high T2 relaxivity as magnetic resonance contrast agent,1.0,,,,,,dataset2_104,0,data/pdfs/pdf_nanomag/s40580-014-0032-4.pdf,True
,,,,,,12.0,108.0,7.8,,,Fe2O3,,,,30.0,,300.0,69.3,0.0,0.0,,,,10.3390/nano12193304,nano12193304.pdf,0,Nanomaterials,MDPI AG,2022,Tailoring the Magnetic and Structural Properties of Manganese/Zinc Doped Iron Oxide Nanoparticles through Microwaves-Assisted Polyol Synthesis,1.0,,,,,,dataset2_110,0,data/pdfs/pdf_nanomag/nano12193304.pdf,True
,,,,,,24.0,294.0,7.7,,,Zn0.26Mn0.23Fe1.51O3,,,,30.0,,300.0,91.5,0.0,0.0,,,,10.3390/nano12193304,nano12193304.pdf,0,Nanomaterials,MDPI AG,2022,Tailoring the Magnetic and Structural Properties of Manganese/Zinc Doped Iron Oxide Nanoparticles through Microwaves-Assisted Polyol Synthesis,1.0,,,,,,dataset2_110,0,data/pdfs/pdf_nanomag/nano12193304.pdf,True
,,,,,,12.0,345.0,15.5,,,Fe2O3,,,,30.0,,300.0,82.9,0.0,0.0,,,,10.3390/nano12193304,nano12193304.pdf,0,Nanomaterials,MDPI AG,2022,Tailoring the Magnetic and Structural Properties of Manganese/Zinc Doped Iron Oxide Nanoparticles through Microwaves-Assisted Polyol Synthesis,1.0,,,,,,dataset2_110,0,data/pdfs/pdf_nanomag/nano12193304.pdf,True
,,,,,,22.0,467.0,13.4,,,Zn0.24Fe1.76O3,,,,30.0,,300.0,97.2,0.0,0.0,,,,10.3390/nano12193304,nano12193304.pdf,0,Nanomaterials,MDPI AG,2022,Tailoring the Magnetic and Structural Properties of Manganese/Zinc Doped Iron Oxide Nanoparticles through Microwaves-Assisted Polyol Synthesis,1.0,,,,,,dataset2_110,0,data/pdfs/pdf_nanomag/nano12193304.pdf,True
,,,,,,7.75,645.1,8.0,,,Fe1Fe2O4,,,,50.0,,300.0,65.5,0.0,0.0,,,,10.3390/nano7080225,nano7080225.pdf,nano7080225_SI.pdf,Nanomaterials,MDPI AG,2017,Tuning Properties of Iron Oxide Nanoparticles in Aqueous Synthesis without Ligands to Improve MRI Relaxivity and SAR,1.0,,,,,,dataset2_111,dataset2_111_supp,data/pdfs/pdf_nanomag/nano7080225.pdf,True
,,,,,,5.93,964.8,14.7,,,Fe1Fe2O4,,,,50.0,,300.0,74.0,0.0,0.0,,,,10.3390/nano7080225,nano7080225.pdf,nano7080225_SI.pdf,Nanomaterials,MDPI AG,2017,Tuning Properties of Iron Oxide Nanoparticles in Aqueous Synthesis without Ligands to Improve MRI Relaxivity and SAR,1.0,,,,,,dataset2_111,dataset2_111_supp,data/pdfs/pdf_nanomag/nano7080225.pdf,True
,,,,,,6.18,987.1,15.6,,,Fe1Fe2O4,,,,50.0,,300.0,77.2,0.0,0.0,,,,10.3390/nano7080225,nano7080225.pdf,nano7080225_SI.pdf,Nanomaterials,MDPI AG,2017,Tuning Properties of Iron Oxide Nanoparticles in Aqueous Synthesis without Ligands to Improve MRI Relaxivity and SAR,1.0,,,,,,dataset2_111,dataset2_111_supp,data/pdfs/pdf_nanomag/nano7080225.pdf,True
,,,,,,5.51,814.2,19.0,,,Fe1Fe2O4,,,,50.0,,300.0,71.1,0.0,0.0,,,,10.3390/nano7080225,nano7080225.pdf,nano7080225_SI.pdf,Nanomaterials,MDPI AG,2017,Tuning Properties of Iron Oxide Nanoparticles in Aqueous Synthesis without Ligands to Improve MRI Relaxivity and SAR,1.0,,,,,,dataset2_111,dataset2_111_supp,data/pdfs/pdf_nanomag/nano7080225.pdf,True
,,,,,,5.46,971.6,17.4,,,Fe1Fe2O4,,,,50.0,,300.0,69.8,0.0,0.0,,,,10.3390/nano7080225,nano7080225.pdf,nano7080225_SI.pdf,Nanomaterials,MDPI AG,2017,Tuning Properties of Iron Oxide Nanoparticles in Aqueous Synthesis without Ligands to Improve MRI Relaxivity and SAR,1.0,,,,,,dataset2_111,dataset2_111_supp,data/pdfs/pdf_nanomag/nano7080225.pdf,True
,,,,,,6.09,1189.0,21.5,,,Fe1Fe2O4,,,,50.0,,300.0,72.0,0.0,0.0,,,,10.3390/nano7080225,nano7080225.pdf,nano7080225_SI.pdf,Nanomaterials,MDPI AG,2017,Tuning Properties of Iron Oxide Nanoparticles in Aqueous Synthesis without Ligands to Improve MRI Relaxivity and SAR,1.0,,,,,,dataset2_111,dataset2_111_supp,data/pdfs/pdf_nanomag/nano7080225.pdf,True
,,10.0,,,,7.82,17.99,5.3,,,Fe1Fe2O4,PEG,,,20.0,,300.0,46.0,0.0,0.0,,,,10.7150/thno.14280,thno.14280.pdf,thno.14280_SI.pdf,Theranostics,Ivyspring International Publisher,2016,Active-target T<sub>1</sub>-weighted MR Imaging of Tiny Hepatic Tumor <i>via</i> RGD Modified Ultra-small Fe<sub>3</sub>O<sub>4</sub> Nanoprobes,1.0,,,,,,dataset2_113,dataset2_113_supp,data/pdfs/pdf_nanomag/thno.14280.pdf,True
,,15.0,,,,7.74,21.67,5.3,,,Fe1Fe2O4,RGD,,,20.0,,300.0,49.0,0.0,0.0,,,,10.7150/thno.14280,thno.14280.pdf,thno.14280_SI.pdf,Theranostics,Ivyspring International Publisher,2016,Active-target T<sub>1</sub>-weighted MR Imaging of Tiny Hepatic Tumor <i>via</i> RGD Modified Ultra-small Fe<sub>3</sub>O<sub>4</sub> Nanoprobes,1.0,,,,,,dataset2_113,dataset2_113_supp,data/pdfs/pdf_nanomag/thno.14280.pdf,True
bismuth ferrite,,,,,,,,,SQUID-VSM,BiFeO3,BiFeO3,0,r3c,0,50.0,6.5,10.0,1.259,1219.58,0.0485,,0.0485,65.0,10.1038/s41598-018-19676-5,s41598-018-19676-5.pdf,s41598-018-19676-5_SI.pdf,Scientific Reports,Springer Science and Business Media LLC,2018,The exchange bias behavior of BiFeO3 nanoparticles with natural core-shell structure,1.0,,,,,,dataset3_33,dataset3_33_supp,data/pdfs/pdf_nanomag/s41598-018-19676-5.pdf,True
bismuth ferrite,,,,,,,,,SQUID-VSM,BiFeO3,BiFeO3,0,r3c,0,50.0,6.5,130.0,0.8455,429.82,0.0105,,0.031,65.0,10.1038/s41598-018-19676-5,s41598-018-19676-5.pdf,s41598-018-19676-5_SI.pdf,Scientific Reports,Springer Science and Business Media LLC,2018,The exchange bias behavior of BiFeO3 nanoparticles with natural core-shell structure,1.0,,,,,,dataset3_33,dataset3_33_supp,data/pdfs/pdf_nanomag/s41598-018-19676-5.pdf,True
bismuth ferrite,,,,,,,,,SQUID-VSM,BiFeO3,BiFeO3,0,r3c,0,50.0,6.5,300.0,0.646,1500.0,0.025,,0.006,65.0,10.1038/s41598-018-19676-5,s41598-018-19676-5.pdf,s41598-018-19676-5_SI.pdf,Scientific Reports,Springer Science and Business Media LLC,2018,The exchange bias behavior of BiFeO3 nanoparticles with natural core-shell structure,1.0,,,,,,dataset3_33,dataset3_33_supp,data/pdfs/pdf_nanomag/s41598-018-19676-5.pdf,True
bismuth ferrite,,,,,,,,,SQUID-VSM,BiFeO3,BiFeO3,0,r3c,0,50.0,0.0,10.0,1.24,1361.93,0.057,,0.0,0.0,10.1038/s41598-018-19676-5,s41598-018-19676-5.pdf,s41598-018-19676-5_SI.pdf,Scientific Reports,Springer Science and Business Media LLC,2018,The exchange bias behavior of BiFeO3 nanoparticles with natural core-shell structure,1.0,,,,,,dataset3_33,dataset3_33_supp,data/pdfs/pdf_nanomag/s41598-018-19676-5.pdf,True
bismuth ferrite,,,,,,,,,SQUID-VSM,BiFeO3,BiFeO3,0,r3c,0,50.0,0.0,130.0,0.84,901.82,0.025,,0.0,0.0,10.1038/s41598-018-19676-5,s41598-018-19676-5.pdf,s41598-018-19676-5_SI.pdf,Scientific Reports,Springer Science and Business Media LLC,2018,The exchange bias behavior of BiFeO3 nanoparticles with natural core-shell structure,1.0,,,,,,dataset3_33,dataset3_33_supp,data/pdfs/pdf_nanomag/s41598-018-19676-5.pdf,True
bismuth ferrite,,,,,,,,,SQUID-VSM,BiFeO3,BiFeO3,0,r3c,0,50.0,0.0,300.0,0.672,2309.79,0.039,-1132.0,0.0,0.0,10.1038/s41598-018-19676-5,s41598-018-19676-5.pdf,s41598-018-19676-5_SI.pdf,Scientific Reports,Springer Science and Business Media LLC,2018,The exchange bias behavior of BiFeO3 nanoparticles with natural core-shell structure,1.0,,,,,,dataset3_33,dataset3_33_supp,data/pdfs/pdf_nanomag/s41598-018-19676-5.pdf,True
CFO,,,37.0,,,,,,,CoFe2O4,CoFe2O4,0,fd-3m,0,60.0,0.0,300.0,77.6,860.0,39.3,-406.0,0.0,0.0,10.1038/s41598-019-55649-y,s41598-019-55649-y.pdf,s41598-019-55649-y_SI.pdf,Scientific Reports,Springer Science and Business Media LLC,2019,On the first evidence of exchange-bias feature in magnetically contrasted consolidates made from CoFe2O4-CoO core-shell nanoparticles,1.0,,,,,,dataset3_34,dataset3_34_supp,data/pdfs/pdf_nanomag/s41598-019-55649-y.pdf,True
CFO-CO,,,100.0,,,,,,,CoFe2O4/CoO,CoFe2O4,CoO,fd-3m,fm-3m,60.0,0.0,300.0,76.0,620.0,22.0,-79.0,0.0,0.0,10.1038/s41598-019-55649-y,s41598-019-55649-y.pdf,s41598-019-55649-y_SI.pdf,Scientific Reports,Springer Science and Business Media LLC,2019,On the first evidence of exchange-bias feature in magnetically contrasted consolidates made from CoFe2O4-CoO core-shell nanoparticles,1.0,,,,,,dataset3_34,dataset3_34_supp,data/pdfs/pdf_nanomag/s41598-019-55649-y.pdf,True
CFO-CO,,,,,,,,,,CoFe2O4/CoO,CoFe2O4,CoO,fd-3m,fm-3m,15.0,7.0,5.0,88.8,2400.0,56.4,-490.0,0.0,70.0,10.1038/s41598-019-55649-y,s41598-019-55649-y.pdf,s41598-019-55649-y_SI.pdf,Scientific Reports,Springer Science and Business Media LLC,2019,On the first evidence of exchange-bias feature in magnetically contrasted consolidates made from CoFe2O4-CoO core-shell nanoparticles,1.0,,,,,,dataset3_34,dataset3_34_supp,data/pdfs/pdf_nanomag/s41598-019-55649-y.pdf,True
CFO-CO,,,,,,,,,,CoFe2O4/CoO,CoFe2O4,CoO,fd-3m,fm-3m,15.0,7.0,5.0,83.2,4300.0,48.0,-3600.0,0.0,70.0,10.1038/s41598-019-55649-y,s41598-019-55649-y.pdf,s41598-019-55649-y_SI.pdf,Scientific Reports,Springer Science and Business Media LLC,2019,On the first evidence of exchange-bias feature in magnetically contrasted consolidates made from CoFe2O4-CoO core-shell nanoparticles,1.0,,,,,,dataset3_34,dataset3_34_supp,data/pdfs/pdf_nanomag/s41598-019-55649-y.pdf,True
CFO-CO,,,,,,,,,,CoFe2O4/CoO,CoFe2O4,CoO,fd-3m,fm-3m,50.0,3.0,5.0,80.7,4290.0,45.5,,0.0,30.0,10.1038/s41598-019-55649-y,s41598-019-55649-y.pdf,s41598-019-55649-y_SI.pdf,Scientific Reports,Springer Science and Business Media LLC,2019,On the first evidence of exchange-bias feature in magnetically contrasted consolidates made from CoFe2O4-CoO core-shell nanoparticles,1.0,,,,,,dataset3_34,dataset3_34_supp,data/pdfs/pdf_nanomag/s41598-019-55649-y.pdf,True
CFO-CO,,,,,,,,,,CoFe2O4/CoO,CoFe2O4,CoO,fd-3m,fm-3m,50.0,5.0,5.0,81.0,4240.0,45.4,,0.0,50.0,10.1038/s41598-019-55649-y,s41598-019-55649-y.pdf,s41598-019-55649-y_SI.pdf,Scientific Reports,Springer Science and Business Media LLC,2019,On the first evidence of exchange-bias feature in magnetically contrasted consolidates made from CoFe2O4-CoO core-shell nanoparticles,1.0,,,,,,dataset3_34,dataset3_34_supp,data/pdfs/pdf_nanomag/s41598-019-55649-y.pdf,True
CFO-CO,,,,,,,,,,CoFe2O4/CoO,CoFe2O4,CoO,fd-3m,fm-3m,50.0,7.0,5.0,83.8,4240.0,45.4,,0.0,70.0,10.1038/s41598-019-55649-y,s41598-019-55649-y.pdf,s41598-019-55649-y_SI.pdf,Scientific Reports,Springer Science and Business Media LLC,2019,On the first evidence of exchange-bias feature in magnetically contrasted consolidates made from CoFe2O4-CoO core-shell nanoparticles,1.0,,,,,,dataset3_34,dataset3_34_supp,data/pdfs/pdf_nanomag/s41598-019-55649-y.pdf,True
nickel oxide,,,17.6,,,,,,Lakeshore 7410 vibrating sample magnetometer,NiO,NiO,0,fm-3m,0,15.0,0.0,300.0,0.18,87.02,2.65,,0.0,0.0,10.1038/s41598-020-75669-3,s41598-020-75669-3.pdf,0,Scientific Reports,Springer Science and Business Media LLC,2020,A comparative investigation of normal and inverted exchange bias effect for magnetic fluid hyperthermia applications,1.0,,,,,,dataset3_35,0,data/pdfs/pdf_nanomag/s41598-020-75669-3.pdf,True
iron oxide,,,18.58,,,,,,Lakeshore 7410 vibrating sample magnetometer,Fe3O4,Fe3O4,0,fd-3m,0,15.0,0.0,300.0,70.264,22.41,1.65,-1.46,0.0,0.0,10.1038/s41598-020-75669-3,s41598-020-75669-3.pdf,0,Scientific Reports,Springer Science and Business Media LLC,2020,A comparative investigation of normal and inverted exchange bias effect for magnetic fluid hyperthermia applications,1.0,,,,,,dataset3_35,0,data/pdfs/pdf_nanomag/s41598-020-75669-3.pdf,True
NF,,,18.42,,,,,,Lakeshore 7410 vibrating sample magnetometer,Fe3O4/NiO,Fe3O4,NiO,fm-3m,fd-3m,15.0,0.0,300.0,31.33,37.09,1.35,-12.3,0.0,0.0,10.1038/s41598-020-75669-3,s41598-020-75669-3.pdf,0,Scientific Reports,Springer Science and Business Media LLC,2020,A comparative investigation of normal and inverted exchange bias effect for magnetic fluid hyperthermia applications,1.0,,,,,,dataset3_35,0,data/pdfs/pdf_nanomag/s41598-020-75669-3.pdf,True
FN,,,16.76,,,,,,Lakeshore 7410 vibrating sample magnetometer,NiO/Fe3O4,NiO,Fe3O4,fd-3m,fm-3m,15.0,0.0,300.0,40.03,100.29,2.16,-25.0,0.0,0.0,10.1038/s41598-020-75669-3,s41598-020-75669-3.pdf,0,Scientific Reports,Springer Science and Business Media LLC,2020,A comparative investigation of normal and inverted exchange bias effect for magnetic fluid hyperthermia applications,1.0,,,,,,dataset3_35,0,data/pdfs/pdf_nanomag/s41598-020-75669-3.pdf,True
NF,,,18.42,,,,,,Lakeshore 7410 vibrating sample magnetometer,Fe3O4/NiO,Fe3O4,NiO,fm-3m,fd-3m,15.0,,60.0,33.0,95.69,8.6,-147.76,8.6,,10.1038/s41598-020-75669-3,s41598-020-75669-3.pdf,0,Scientific Reports,Springer Science and Business Media LLC,2020,A comparative investigation of normal and inverted exchange bias effect for magnetic fluid hyperthermia applications,1.0,,,,,,dataset3_35,0,data/pdfs/pdf_nanomag/s41598-020-75669-3.pdf,True
FN,,,16.76,,,,,,Lakeshore 7410 vibrating sample magnetometer,NiO/Fe3O4,NiO,Fe3O4,fd-3m,fm-3m,15.0,,60.0,44.89,145.18,8.16,-14.7,-8.16,,10.1038/s41598-020-75669-3,s41598-020-75669-3.pdf,0,Scientific Reports,Springer Science and Business Media LLC,2020,A comparative investigation of normal and inverted exchange bias effect for magnetic fluid hyperthermia applications,1.0,,,,,,dataset3_35,0,data/pdfs/pdf_nanomag/s41598-020-75669-3.pdf,True
,,,,,,,,,,Fe3O4@NiO,Fe3O4,NiO,fd-3m,fm-3m,15.0,,60.0,49.5,95.69,,177.297,0.0,,10.1038/s41598-020-75669-3,s41598-020-75669-3.pdf,0,Scientific Reports,Springer Science and Business Media LLC,2020,A comparative investigation of normal and inverted exchange bias effect for magnetic fluid hyperthermia applications,1.0,,,,,,dataset3_35,0,data/pdfs/pdf_nanomag/s41598-020-75669-3.pdf,True
,,,,,,,,,,NiO@Fe3O4,NiO,Fe3O4,fm-3m,fd-3m,15.0,,60.0,33.75,145.18,,-54.0,0.0,,10.1038/s41598-020-75669-3,s41598-020-75669-3.pdf,0,Scientific Reports,Springer Science and Business Media LLC,2020,A comparative investigation of normal and inverted exchange bias effect for magnetic fluid hyperthermia applications,1.0,,,,,,dataset3_35,0,data/pdfs/pdf_nanomag/s41598-020-75669-3.pdf,True
Ho-doped Neodymium orthoferrite,,,39.0,,,,,,VSM; 9600-1 LD,NdFeO3,NdFeO3,0,pnma,0,20.0,0.0,300.0,2.42,200.0,0.25,-7.74,0.0,0.0,10.1038/s41598-023-43734-2,s41598-023-43734-2.pdf,0,Scientific Reports,Springer Science and Business Media LLC,2023,Highly efficient lead removal from water by Nd0.90Ho0.10FeO3 nanoparticles and studying their optical and magnetic properties,1.0,,,,,,dataset3_36,0,data/pdfs/pdf_nanomag/s41598-023-43734-2.pdf,True
manganese dioxide,,,,,,,,,,MnO2,MnO2,0,i4/m,0,80.0,1.0,5.0,6.9,145.0,0.022,65.56,0.07,10.0,10.1038/srep06641,srep06641.pdf,0,Scientific Reports,Springer Science and Business Media LLC,2014,Uncoupled surface spin induced exchange bias in α-MnO2 nanowires,1.0,,,,,,dataset3_37,0,data/pdfs/pdf_nanomag/srep06641.pdf,True
,,,6.2,,,,,,,CoFe2O4,CoFe2O4,0,fd-3m,0,50.0,,5.0,98.5,13200.0,46.295,,0.0,,10.1039/d1na00312g,d1na00312g.pdf,d1na00312g_SI.pdf,Nanoscale Advances,Royal Society of Chemistry (RSC),2021,Interplay between inter- and intraparticle interactions in bi-magnetic core/shell nanoparticles,1.0,,,,,,dataset3_44,dataset3_44_supp,data/pdfs/pdf_nanomag/d1na00312g.pdf,True
,,,9.2,,,,,,,CoFe2O4@NiFe2O4,CoFe2O4,NiFe2O4,fd-3m,fd-3m,50.0,,5.0,83.3,8310.0,50.8,-100.0,0.0,,10.1039/d1na00312g,d1na00312g.pdf,d1na00312g_SI.pdf,Nanoscale Advances,Royal Society of Chemistry (RSC),2021,Interplay between inter- and intraparticle interactions in bi-magnetic core/shell nanoparticles,1.0,,,,,,dataset3_44,dataset3_44_supp,data/pdfs/pdf_nanomag/d1na00312g.pdf,True
,,,6.2,,,,,,,NiFe2O4,NiFe2O4,0,fd-3m,0,50.0,,5.0,75.3,251.0,15.813,-812.5,0.0,,10.1039/d1na00312g,d1na00312g.pdf,d1na00312g_SI.pdf,Nanoscale Advances,Royal Society of Chemistry (RSC),2021,Interplay between inter- and intraparticle interactions in bi-magnetic core/shell nanoparticles,1.0,,,,,,dataset3_44,dataset3_44_supp,data/pdfs/pdf_nanomag/d1na00312g.pdf,True
,,,9.02,,,,,,,NiFe2O4@CoFe2O4,NiFe2O4,CoFe2O4,fd-3m,fd-3m,50.0,,5.0,86.3,3010.0,38.835,,0.0,,10.1039/d1na00312g,d1na00312g.pdf,d1na00312g_SI.pdf,Nanoscale Advances,Royal Society of Chemistry (RSC),2021,Interplay between inter- and intraparticle interactions in bi-magnetic core/shell nanoparticles,1.0,,,,,,dataset3_44,dataset3_44_supp,data/pdfs/pdf_nanomag/d1na00312g.pdf,True
,,,89.0,,,,,,,Nd0.78Sr0.22CoO3,Nd0.78Sr0.22CoO3,0,pnma,0,70.0,0.2,2.0,29.4,6088.8,1.0,,0.0,2.0,10.1039/d2ra04454d,d2ra04454d.pdf,0,RSC Advances,Royal Society of Chemistry (RSC),2022,Exchange bias and magnetic memory effect in hole doped Nd<sub>0.78</sub>Sr<sub>0.22</sub>CoO<sub>3</sub>nanoparticles,1.0,,,,,,dataset3_46,0,data/pdfs/pdf_nanomag/d2ra04454d.pdf,True
,,,,,,,,,,Nd0.78Sr0.22CoO3,Nd0.78Sr0.22CoO3,0,pnma,0,70.0,5.0,8.0,21.626,8899.6785,1.7,,0.0,50.0,10.1039/d2ra04454d,d2ra04454d.pdf,0,RSC Advances,Royal Society of Chemistry (RSC),2022,Exchange bias and magnetic memory effect in hole doped Nd<sub>0.78</sub>Sr<sub>0.22</sub>CoO<sub>3</sub>nanoparticles,1.0,,,,,,dataset3_46,0,data/pdfs/pdf_nanomag/d2ra04454d.pdf,True
,,,89.0,,,,,,,Nd0.78Sr0.22CoO3,Nd0.78Sr0.22CoO3,0,pnma,0,70.0,5.0,10.0,20.4,6342.6,2.536,,0.0,50.0,10.1039/d2ra04454d,d2ra04454d.pdf,0,RSC Advances,Royal Society of Chemistry (RSC),2022,Exchange bias and magnetic memory effect in hole doped Nd<sub>0.78</sub>Sr<sub>0.22</sub>CoO<sub>3</sub>nanoparticles,1.0,,,,,,dataset3_46,0,data/pdfs/pdf_nanomag/d2ra04454d.pdf,True
