sn,material,shape,coat_functional_group,synthesis_method,surface_charge,size_in_medium_nm,zeta_in_medium_mv,no_of_cells_cells_well,human_animal,cell_source,cell_tissue,cell_morphology,cell_age,time_hr,concentration,test,test_indicator,viability_%,doi,article_list,core_nm,hydrodynamic_nm,potential_mv,cell_type,journal_name,publisher,year,title,journal_is_oa,is_oa,oa_status,pdf,access,pdf_file,pdf_downloaded
1603,Au,Rod,,Seed-Mediated Growth Method,,,,10000.0,H,Human,Bone,Fibroblast,,24,0.6,MTT,TetrazoliumSalt,92.893,10.1007/s10856-019-6221-2,44,,18.0,,MG-63,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,TRUE,hybrid,44_10.1007@s10856-019-6221-2.pdf,1,data/pdfs/pdf_cytotox/44_10.1007@s10856-019-6221-2.pdf,True
1604,Au,Rod,,Seed-Mediated Growth Method,,,,10000.0,H,Human,Bone,Fibroblast,,24,1.2,MTT,TetrazoliumSalt,88.198,10.1007/s10856-019-6221-2,44,,18.0,,MG-63,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,TRUE,hybrid,44_10.1007@s10856-019-6221-2.pdf,1,data/pdfs/pdf_cytotox/44_10.1007@s10856-019-6221-2.pdf,True
1605,Au,Rod,,Seed-Mediated Growth Method,,,,10000.0,H,Human,Bone,Fibroblast,,24,2.5,MTT,TetrazoliumSalt,64.848,10.1007/s10856-019-6221-2,44,,18.0,,MG-63,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,TRUE,hybrid,44_10.1007@s10856-019-6221-2.pdf,1,data/pdfs/pdf_cytotox/44_10.1007@s10856-019-6221-2.pdf,True
1606,Au,Rod,,Seed-Mediated Growth Method,,,,10000.0,H,Human,Bone,Fibroblast,,24,5.0,MTT,TetrazoliumSalt,66.244,10.1007/s10856-019-6221-2,44,,18.0,,MG-63,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,TRUE,hybrid,44_10.1007@s10856-019-6221-2.pdf,1,data/pdfs/pdf_cytotox/44_10.1007@s10856-019-6221-2.pdf,True
1607,Au,Star,,Chemical Reduction,,,,10000.0,H,Human,Bone,Fibroblast,,24,0.3,MTT,TetrazoliumSalt,90.355,10.1007/s10856-019-6221-2,44,,215.0,,MG-63,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,TRUE,hybrid,44_10.1007@s10856-019-6221-2.pdf,1,data/pdfs/pdf_cytotox/44_10.1007@s10856-019-6221-2.pdf,True
1608,Au,Star,,Chemical Reduction,,,,10000.0,H,Human,Bone,Fibroblast,,24,0.6,MTT,TetrazoliumSalt,88.198,10.1007/s10856-019-6221-2,44,,215.0,,MG-63,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,TRUE,hybrid,44_10.1007@s10856-019-6221-2.pdf,1,data/pdfs/pdf_cytotox/44_10.1007@s10856-019-6221-2.pdf,True
1609,Au,Star,,Chemical Reduction,,,,10000.0,H,Human,Bone,Fibroblast,,24,1.2,MTT,TetrazoliumSalt,83.503,10.1007/s10856-019-6221-2,44,,215.0,,MG-63,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,TRUE,hybrid,44_10.1007@s10856-019-6221-2.pdf,1,data/pdfs/pdf_cytotox/44_10.1007@s10856-019-6221-2.pdf,True
1610,Au,Star,,Chemical Reduction,,,,10000.0,H,Human,Bone,Fibroblast,,24,2.5,MTT,TetrazoliumSalt,23.223,10.1007/s10856-019-6221-2,44,,215.0,,MG-63,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,TRUE,hybrid,44_10.1007@s10856-019-6221-2.pdf,1,data/pdfs/pdf_cytotox/44_10.1007@s10856-019-6221-2.pdf,True
1611,Au,Star,,Chemical Reduction,,,,10000.0,H,Human,Bone,Fibroblast,,24,5.0,MTT,TetrazoliumSalt,13.325,10.1007/s10856-019-6221-2,44,,215.0,,MG-63,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,TRUE,hybrid,44_10.1007@s10856-019-6221-2.pdf,1,data/pdfs/pdf_cytotox/44_10.1007@s10856-019-6221-2.pdf,True
1612,Au,Sphere,,Chemical Reduction,,,,10000.0,H,Human,Bone,Fibroblast,,24,0.3,MTT,TetrazoliumSalt,99.112,10.1007/s10856-019-6221-2,44,,6.3,,MG-63,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,TRUE,hybrid,44_10.1007@s10856-019-6221-2.pdf,1,data/pdfs/pdf_cytotox/44_10.1007@s10856-019-6221-2.pdf,True
1613,Au,Sphere,,Chemical Reduction,,,,10000.0,H,Human,Bone,Fibroblast,,24,0.6,MTT,TetrazoliumSalt,99.112,10.1007/s10856-019-6221-2,44,,6.3,,MG-63,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,TRUE,hybrid,44_10.1007@s10856-019-6221-2.pdf,1,data/pdfs/pdf_cytotox/44_10.1007@s10856-019-6221-2.pdf,True
1614,Au,Sphere,,Chemical Reduction,,,,10000.0,H,Human,Bone,Fibroblast,,24,1.2,MTT,TetrazoliumSalt,99.112,10.1007/s10856-019-6221-2,44,,6.3,,MG-63,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,TRUE,hybrid,44_10.1007@s10856-019-6221-2.pdf,1,data/pdfs/pdf_cytotox/44_10.1007@s10856-019-6221-2.pdf,True
1615,Au,Sphere,,Chemical Reduction,,,,10000.0,H,Human,Bone,Fibroblast,,24,2.5,MTT,TetrazoliumSalt,94.162,10.1007/s10856-019-6221-2,44,,6.3,,MG-63,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,TRUE,hybrid,44_10.1007@s10856-019-6221-2.pdf,1,data/pdfs/pdf_cytotox/44_10.1007@s10856-019-6221-2.pdf,True
1616,Au,Sphere,,Chemical Reduction,,,,10000.0,H,Human,Bone,Fibroblast,,24,5.0,MTT,TetrazoliumSalt,95.305,10.1007/s10856-019-6221-2,44,,6.3,,MG-63,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,TRUE,hybrid,44_10.1007@s10856-019-6221-2.pdf,1,data/pdfs/pdf_cytotox/44_10.1007@s10856-019-6221-2.pdf,True
1617,Au,Rod,,Seed-Mediated Growth Method,,,,10000.0,H,Human,Bone,Fibroblast,,24,0.3,NRU,NeutralRed,95.07,10.1007/s10856-019-6221-2,44,,18.0,,MG-63,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,TRUE,hybrid,44_10.1007@s10856-019-6221-2.pdf,1,data/pdfs/pdf_cytotox/44_10.1007@s10856-019-6221-2.pdf,True
1618,Au,Rod,,Seed-Mediated Growth Method,,,,10000.0,H,Human,Bone,Fibroblast,,24,0.6,NRU,NeutralRed,90.645,10.1007/s10856-019-6221-2,44,,18.0,,MG-63,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,TRUE,hybrid,44_10.1007@s10856-019-6221-2.pdf,1,data/pdfs/pdf_cytotox/44_10.1007@s10856-019-6221-2.pdf,True
1619,Au,Rod,,Seed-Mediated Growth Method,,,,10000.0,H,Human,Bone,Fibroblast,,24,1.2,NRU,NeutralRed,81.037,10.1007/s10856-019-6221-2,44,,18.0,,MG-63,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,TRUE,hybrid,44_10.1007@s10856-019-6221-2.pdf,1,data/pdfs/pdf_cytotox/44_10.1007@s10856-019-6221-2.pdf,True
1620,Au,Rod,,Seed-Mediated Growth Method,,,,10000.0,H,Human,Bone,Fibroblast,,24,2.5,NRU,NeutralRed,80.025,10.1007/s10856-019-6221-2,44,,18.0,,MG-63,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,TRUE,hybrid,44_10.1007@s10856-019-6221-2.pdf,1,data/pdfs/pdf_cytotox/44_10.1007@s10856-019-6221-2.pdf,True
1621,Au,Rod,,Seed-Mediated Growth Method,,,,10000.0,H,Human,Bone,Fibroblast,,24,5.0,NRU,NeutralRed,74.21,10.1007/s10856-019-6221-2,44,,18.0,,MG-63,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,TRUE,hybrid,44_10.1007@s10856-019-6221-2.pdf,1,data/pdfs/pdf_cytotox/44_10.1007@s10856-019-6221-2.pdf,True
1622,Au,Star,,Chemical Reduction,,,,10000.0,H,Human,Bone,Fibroblast,,24,0.3,NRU,NeutralRed,99.747,10.1007/s10856-019-6221-2,44,,215.0,,MG-63,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,TRUE,hybrid,44_10.1007@s10856-019-6221-2.pdf,1,data/pdfs/pdf_cytotox/44_10.1007@s10856-019-6221-2.pdf,True
1623,Au,Star,,Chemical Reduction,,,,10000.0,H,Human,Bone,Fibroblast,,24,0.6,NRU,NeutralRed,87.105,10.1007/s10856-019-6221-2,44,,215.0,,MG-63,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,TRUE,hybrid,44_10.1007@s10856-019-6221-2.pdf,1,data/pdfs/pdf_cytotox/44_10.1007@s10856-019-6221-2.pdf,True
1624,Au,Star,,Chemical Reduction,,,,10000.0,H,Human,Bone,Fibroblast,,24,1.2,NRU,NeutralRed,82.427,10.1007/s10856-019-6221-2,44,,215.0,,MG-63,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,TRUE,hybrid,44_10.1007@s10856-019-6221-2.pdf,1,data/pdfs/pdf_cytotox/44_10.1007@s10856-019-6221-2.pdf,True
1625,Au,Star,,Chemical Reduction,,,,10000.0,H,Human,Bone,Fibroblast,,24,2.5,NRU,NeutralRed,43.363,10.1007/s10856-019-6221-2,44,,215.0,,MG-63,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,TRUE,hybrid,44_10.1007@s10856-019-6221-2.pdf,1,data/pdfs/pdf_cytotox/44_10.1007@s10856-019-6221-2.pdf,True
1626,Au,Star,,Chemical Reduction,,,,10000.0,H,Human,Bone,Fibroblast,,24,5.0,NRU,NeutralRed,26.422,10.1007/s10856-019-6221-2,44,,215.0,,MG-63,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,TRUE,hybrid,44_10.1007@s10856-019-6221-2.pdf,1,data/pdfs/pdf_cytotox/44_10.1007@s10856-019-6221-2.pdf,True
1627,Au,Sphere,,Chemical Reduction,,,,10000.0,H,Human,Bone,Fibroblast,,24,0.3,NRU,NeutralRed,99.747,10.1007/s10856-019-6221-2,44,,6.3,,MG-63,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,TRUE,hybrid,44_10.1007@s10856-019-6221-2.pdf,1,data/pdfs/pdf_cytotox/44_10.1007@s10856-019-6221-2.pdf,True
1628,Au,Sphere,,Chemical Reduction,,,,10000.0,H,Human,Bone,Fibroblast,,24,0.6,NRU,NeutralRed,100.0,10.1007/s10856-019-6221-2,44,,6.3,,MG-63,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,TRUE,hybrid,44_10.1007@s10856-019-6221-2.pdf,1,data/pdfs/pdf_cytotox/44_10.1007@s10856-019-6221-2.pdf,True
1629,Au,Sphere,,Chemical Reduction,,,,10000.0,H,Human,Bone,Fibroblast,,24,1.2,NRU,NeutralRed,99.494,10.1007/s10856-019-6221-2,44,,6.3,,MG-63,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,TRUE,hybrid,44_10.1007@s10856-019-6221-2.pdf,1,data/pdfs/pdf_cytotox/44_10.1007@s10856-019-6221-2.pdf,True
1630,Au,Sphere,,Chemical Reduction,,,,10000.0,H,Human,Bone,Fibroblast,,24,2.5,NRU,NeutralRed,98.736,10.1007/s10856-019-6221-2,44,,6.3,,MG-63,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,TRUE,hybrid,44_10.1007@s10856-019-6221-2.pdf,1,data/pdfs/pdf_cytotox/44_10.1007@s10856-019-6221-2.pdf,True
1631,Au,Sphere,,Chemical Reduction,,,,10000.0,H,Human,Bone,Fibroblast,,24,5.0,NRU,NeutralRed,100.0,10.1007/s10856-019-6221-2,44,,6.3,,MG-63,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,TRUE,hybrid,44_10.1007@s10856-019-6221-2.pdf,1,data/pdfs/pdf_cytotox/44_10.1007@s10856-019-6221-2.pdf,True
1632,Au,Rod,,Seed-Mediated Growth Method,,,,10000.0,H,Human,Bone,Mixed,,24,0.3,MTT,TetrazoliumSalt,84.988,10.1007/s10856-019-6221-2,44,,18.0,,143B,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,TRUE,hybrid,44_10.1007@s10856-019-6221-2.pdf,1,data/pdfs/pdf_cytotox/44_10.1007@s10856-019-6221-2.pdf,True
1633,Au,Rod,,Seed-Mediated Growth Method,,,,10000.0,H,Human,Bone,Mixed,,24,0.6,MTT,TetrazoliumSalt,86.849,10.1007/s10856-019-6221-2,44,,18.0,,143B,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,TRUE,hybrid,44_10.1007@s10856-019-6221-2.pdf,1,data/pdfs/pdf_cytotox/44_10.1007@s10856-019-6221-2.pdf,True
1634,Au,Rod,,Seed-Mediated Growth Method,,,,10000.0,H,Human,Bone,Mixed,,24,1.2,MTT,TetrazoliumSalt,85.484,10.1007/s10856-019-6221-2,44,,18.0,,143B,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,TRUE,hybrid,44_10.1007@s10856-019-6221-2.pdf,1,data/pdfs/pdf_cytotox/44_10.1007@s10856-019-6221-2.pdf,True
1635,Au,Rod,,Seed-Mediated Growth Method,,,,10000.0,H,Human,Bone,Mixed,,24,2.5,MTT,TetrazoliumSalt,70.72,10.1007/s10856-019-6221-2,44,,18.0,,143B,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,TRUE,hybrid,44_10.1007@s10856-019-6221-2.pdf,1,data/pdfs/pdf_cytotox/44_10.1007@s10856-019-6221-2.pdf,True
1636,Au,Rod,,Seed-Mediated Growth Method,,,,10000.0,H,Human,Bone,Mixed,,24,5.0,MTT,TetrazoliumSalt,54.094,10.1007/s10856-019-6221-2,44,,18.0,,143B,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,TRUE,hybrid,44_10.1007@s10856-019-6221-2.pdf,1,data/pdfs/pdf_cytotox/44_10.1007@s10856-019-6221-2.pdf,True
1637,Au,Star,,Chemical Reduction,,,,10000.0,H,Human,Bone,Mixed,,24,0.3,MTT,TetrazoliumSalt,67.99,10.1007/s10856-019-6221-2,44,,215.0,,143B,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,TRUE,hybrid,44_10.1007@s10856-019-6221-2.pdf,1,data/pdfs/pdf_cytotox/44_10.1007@s10856-019-6221-2.pdf,True
1638,Au,Star,,Chemical Reduction,,,,10000.0,H,Human,Bone,Mixed,,24,0.6,MTT,TetrazoliumSalt,16.377,10.1007/s10856-019-6221-2,44,,215.0,,143B,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,TRUE,hybrid,44_10.1007@s10856-019-6221-2.pdf,1,data/pdfs/pdf_cytotox/44_10.1007@s10856-019-6221-2.pdf,True
1639,Au,Star,,Chemical Reduction,,,,10000.0,H,Human,Bone,Mixed,,24,1.2,MTT,TetrazoliumSalt,16.377,10.1007/s10856-019-6221-2,44,,215.0,,143B,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,TRUE,hybrid,44_10.1007@s10856-019-6221-2.pdf,1,data/pdfs/pdf_cytotox/44_10.1007@s10856-019-6221-2.pdf,True
1640,Au,Star,,Chemical Reduction,,,,10000.0,H,Human,Bone,Mixed,,24,2.5,MTT,TetrazoliumSalt,14.764,10.1007/s10856-019-6221-2,44,,215.0,,143B,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,TRUE,hybrid,44_10.1007@s10856-019-6221-2.pdf,1,data/pdfs/pdf_cytotox/44_10.1007@s10856-019-6221-2.pdf,True
1641,Au,Star,,Chemical Reduction,,,,10000.0,H,Human,Bone,Mixed,,24,5.0,MTT,TetrazoliumSalt,13.896,10.1007/s10856-019-6221-2,44,,215.0,,143B,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,TRUE,hybrid,44_10.1007@s10856-019-6221-2.pdf,1,data/pdfs/pdf_cytotox/44_10.1007@s10856-019-6221-2.pdf,True
1642,Au,Sphere,,Chemical Reduction,,,,10000.0,H,Human,Bone,Mixed,,24,0.3,MTT,TetrazoliumSalt,94.541,10.1007/s10856-019-6221-2,44,,6.3,,143B,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,TRUE,hybrid,44_10.1007@s10856-019-6221-2.pdf,1,data/pdfs/pdf_cytotox/44_10.1007@s10856-019-6221-2.pdf,True
1643,Au,Sphere,,Chemical Reduction,,,,10000.0,H,Human,Bone,Mixed,,24,0.6,MTT,TetrazoliumSalt,89.578,10.1007/s10856-019-6221-2,44,,6.3,,143B,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,TRUE,hybrid,44_10.1007@s10856-019-6221-2.pdf,1,data/pdfs/pdf_cytotox/44_10.1007@s10856-019-6221-2.pdf,True
1644,Au,Sphere,,Chemical Reduction,,,,10000.0,H,Human,Bone,Mixed,,24,1.2,MTT,TetrazoliumSalt,89.826,10.1007/s10856-019-6221-2,44,,6.3,,143B,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,TRUE,hybrid,44_10.1007@s10856-019-6221-2.pdf,1,data/pdfs/pdf_cytotox/44_10.1007@s10856-019-6221-2.pdf,True
1645,Au,Sphere,,Chemical Reduction,,,,10000.0,H,Human,Bone,Mixed,,24,2.5,MTT,TetrazoliumSalt,88.834,10.1007/s10856-019-6221-2,44,,6.3,,143B,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,TRUE,hybrid,44_10.1007@s10856-019-6221-2.pdf,1,data/pdfs/pdf_cytotox/44_10.1007@s10856-019-6221-2.pdf,True
1646,Au,Sphere,,Chemical Reduction,,,,10000.0,H,Human,Bone,Mixed,,24,5.0,MTT,TetrazoliumSalt,86.104,10.1007/s10856-019-6221-2,44,,6.3,,143B,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,TRUE,hybrid,44_10.1007@s10856-019-6221-2.pdf,1,data/pdfs/pdf_cytotox/44_10.1007@s10856-019-6221-2.pdf,True
1647,Au,Rod,,Seed-Mediated Growth Method,,,,10000.0,H,Human,Bone,Mixed,,24,0.3,NRU,NeutralRed,101.63,10.1007/s10856-019-6221-2,44,,18.0,,143B,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,TRUE,hybrid,44_10.1007@s10856-019-6221-2.pdf,1,data/pdfs/pdf_cytotox/44_10.1007@s10856-019-6221-2.pdf,True
1648,Au,Rod,,Seed-Mediated Growth Method,,,,10000.0,H,Human,Bone,Mixed,,24,0.6,NRU,NeutralRed,98.37,10.1007/s10856-019-6221-2,44,,18.0,,143B,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,TRUE,hybrid,44_10.1007@s10856-019-6221-2.pdf,1,data/pdfs/pdf_cytotox/44_10.1007@s10856-019-6221-2.pdf,True
1649,Au,Rod,,Seed-Mediated Growth Method,,,,10000.0,H,Human,Bone,Mixed,,24,1.2,NRU,NeutralRed,98.37,10.1007/s10856-019-6221-2,44,,18.0,,143B,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,TRUE,hybrid,44_10.1007@s10856-019-6221-2.pdf,1,data/pdfs/pdf_cytotox/44_10.1007@s10856-019-6221-2.pdf,True
1650,Au,Rod,,Seed-Mediated Growth Method,,,,10000.0,H,Human,Bone,Mixed,,24,2.5,NRU,NeutralRed,87.092,10.1007/s10856-019-6221-2,44,,18.0,,143B,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,TRUE,hybrid,44_10.1007@s10856-019-6221-2.pdf,1,data/pdfs/pdf_cytotox/44_10.1007@s10856-019-6221-2.pdf,True
1651,Au,Rod,,Seed-Mediated Growth Method,,,,10000.0,H,Human,Bone,Mixed,,24,5.0,NRU,NeutralRed,79.348,10.1007/s10856-019-6221-2,44,,18.0,,143B,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,TRUE,hybrid,44_10.1007@s10856-019-6221-2.pdf,1,data/pdfs/pdf_cytotox/44_10.1007@s10856-019-6221-2.pdf,True
1652,Au,Star,,Chemical Reduction,,,,10000.0,H,Human,Bone,Mixed,,24,0.3,NRU,NeutralRed,97.011,10.1007/s10856-019-6221-2,44,,215.0,,143B,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2019,Impact of gold nanoparticles shape on their cytotoxicity against human osteoblast and osteosarcoma in in vitro model. Evaluation of the safety of use and anti-cancer potential,False,TRUE,hybrid,44_10.1007@s10856-019-6221-2.pdf,1,data/pdfs/pdf_cytotox/44_10.1007@s10856-019-6221-2.pdf,True
