record_id,source_pdf,source_page,source_type,extractor,evidence,name_raw,name_std,smiles_raw,smiles_canonical,inchikey,pubchem_cid,cas,formula,mw,iupac_name,target_raw,assay_type_raw,assay_type_std,organism_raw,organism_std,property,value_raw,unit_raw,value_std,unit_std,conversion_note,validation,validation_detail,dup_group,dup_level,is_primary,conflict_group,conflict_flag,needs_review,review_reason,extracted_at
r_a0d041ece570,antibiotics12071220.pdf,,text,regex,"ghest activity against _S. aureus_ (75% activity, MIC = 12.5 µmol mL",2k,2k,,,,,,,,,,,,,,MIC,12.5,µm,12.5,nM,,unverified,name did not resolve,,,True,,False,True,unit standardisation: invalid unit: µm; compound label '2k' (needs cross-reference to a structure),2026-06-26T20:20:49+00:00
r_07aed9973e7f,antibiotics12071220.pdf,,text,regex,"ctive derivative against _E. Coli_ (80% activity, MIC = 3.125 µmol mL",2d,2d,,,,,,,,,,,,,,MIC,3.125,µm,3.125,nM,,unverified,name did not resolve,,,True,,False,True,unit standardisation: invalid unit: µm; compound label '2d' (needs cross-reference to a structure),2026-06-26T20:20:49+00:00
r_be6ff5ed88cc,antibiotics12071220.pdf,,text,regex,howed the activity of 48% of that of Fluconazole (MIC = 12.5 µmol mL,,,,,,,,,,,,,,,,MIC,12.5,µm,12.5,nM,,unverified,,,,True,,False,True,measurement without attached compound; unit standardisation: invalid unit: µm,2026-06-26T20:20:49+00:00
r_46c3073d87b0,antibiotics12071220.pdf,,text,regex,they showed 75% activity of that of Fluconazole (MIC = 3.125 µmol mL,,,,,,,,,,,,,,,,MIC,3.125,µm,3.125,nM,,unverified,,,,True,,False,True,measurement without attached compound; unit standardisation: invalid unit: µm,2026-06-26T20:20:49+00:00
r_50e9d5d082a1,antibiotics12071220.pdf,,text,regex,coli_ as they showed 70% of that of Fluconazole (MIC = 6.25 µmol mL,3f,3f,,,,,,,,,,,,,,MIC,6.25,µm,6.25,nM,,unverified,name did not resolve,,,True,,False,True,unit standardisation: invalid unit: µm; compound label '3f' (needs cross-reference to a structure),2026-06-26T20:20:49+00:00
r_14734599ca50,antibiotics12071220.pdf,,text,regex,"hylococcus aureus_ (65% of that of Ciprofloxacin, MIC = 18 µmol mL",3b,3b,,,,,,,,,,,,,,MIC,18,µm,18.0,nM,,unverified,name did not resolve,,,True,,False,True,unit standardisation: invalid unit: µm; compound label '3b' (needs cross-reference to a structure),2026-06-26T20:20:49+00:00
r_285c7ea0baef,antibiotics12071220.pdf,,text,regex,"*19b** – **21b** enhanced activity, with **20b** (IC50 = 1.1 mM and",20b,20b,,,,,,,,,,,,,,IC50,1.1,mM,1100000.0,nM,1 mM = 1e+06 nM,unverified,name did not resolve,,,True,,False,True,compound label '20b' (needs cross-reference to a structure),2026-06-26T20:20:49+00:00
r_582557362178,antibiotics12071220.pdf,,text,regex,ts **54c** and **54d** showed promising activity (MIC = 3.8 µMol L,54d,54d,,,,,,,,,,,,,,MIC,3.8,µM,3800.0,nM,1 µM = 1000 nM,unverified,name did not resolve,,,True,,False,True,compound label '54d' (needs cross-reference to a structure),2026-06-26T20:20:49+00:00
r_e5d951c3bba2,antibiotics12071220.pdf,,text,regex,le-sulfonamide conjugates **6a** – **6f** with 85–90% yields aft,6f,6f,,,,,,,,,,,,,,yield,90,%,90.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '6f' (needs cross-reference to a structure),2026-06-26T20:20:49+00:00
r_f77ac7ebdbef,antibiotics12071220.pdf,,text,regex,base catalyst to afford benzimidazole **46** with 91% yield afte,46,46,,,,,,,,,,,,,,yield,91,%,91.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '46' (needs cross-reference to a structure),2026-06-26T20:20:49+00:00
r_a0d88ed8af67,antibiotics12071220.pdf,,text,regex,al. reported compound **91** synthesized in good yield (70%) wit,91,91,,,,,,,,,,,,,,yield,70,%,70.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '91' (needs cross-reference to a structure),2026-06-26T20:20:50+00:00
r_872ac7e59c9d,antibiotics12071220.pdf,,text,regex:struct,"52. Nandwana, N.K.; Singh, R.P.; Patel, O.P.S.; Dhiman, ",,,O.P.S,O.P.S,YAWPBIJHQBRPQY-UHFFFAOYSA-N,160377051,,H7OPS,86.1,phosphane;sulfane;hydrate,,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:20:50+00:00
r_581e2b6dd26f,antibiotics12071220.pdf,,text,opsin:text,cule for the synthesis of new carbazone derivatives **9a** – **9b** t,carbazone,carbazone,NNC(=O)N=N,N=NC(=O)NN,WFJFGMLKAISFOZ-UHFFFAOYSA-N,21187578,33222-51-4,CH4N4O,88.07,1-amino-3-iminourea,,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:20:50+00:00
r_33136e38bfd8,antibiotics12071220.pdf,,text,opsin:text,"; Yurtta¸s, L.; Turan, G. New oxadiazole/triazole derivatives with ant",oxadiazole,oxadiazole,O1N=NC=C1,c1conn1,WCPAKWJPBJAGKN-UHFFFAOYSA-N,10197612,11120-54-0,C2H2N2O,70.05,oxadiazole,,,,,,,,,,,,passed,rdkit canonical,dup_031,2,True,,False,False,,2026-06-26T20:20:50+00:00
r_3af2c2bd2d32,antibiotics12071220.pdf,,text,opsin:text,"l-1-yl)benzaldehyde **61** in toluene at 110 _[◦]_ C, and ii. alkyl",toluene,toluene,CC1=CC=CC=C1,Cc1ccccc1,YXFVVABEGXRONW-UHFFFAOYSA-N,1140,108-88-3,C7H8,92.14,toluene,,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:20:50+00:00
r_7762e9fe645c,antibiotics12071220.pdf,,text,opsin:text,"e, thiadiazole, oxaiazole and morpholine rings. _Chem. Heterocycl. Com",morpholine,morpholine,N1CCOCC1,C1COCCN1,YNAVUWVOSKDBBP-UHFFFAOYSA-N,8083,110-91-8,C4H9NO,87.12,morpholine,,,,,,,,,,,,passed,rdkit canonical,dup_032,2,True,,False,False,,2026-06-26T20:20:50+00:00
r_995a01b00475,antibiotics12071220.pdf,,text,opsin:text,iotics**_   ## _Review_   # **Benzimidazole-Triazole Hybrids as Antimicrobial and,Benzimidazole-Triazole,Benzimidazole-Triazole,N1N=NC=C1.N1=CNC2=C1C=CC=C2,c1c[nH]nn1.c1ccc2[nH]cnc2c1,DAZPEVBTVAVLHL-UHFFFAOYSA-N,129031885,,C9H9N5,187.2,1H-benzimidazole;2H-triazole,,,,,,,,,,,,passed,rdkit canonical,dup_033,2,True,,False,False,,2026-06-26T20:20:50+00:00
r_7a409f91a43d,antibiotics12071220.pdf,,text,opsin:text,roprotective effects of novel chalcone-triazole hybrids. _Bioorg. Chem._ **20,chalcone-triazole,chalcone-triazole,N1N=NC=C1.C1(=CC=CC=C1)\C=C\C(=O)C1=CC=CC=C1,O=C(/C=C/c1ccccc1)c1ccccc1.c1c[nH]nn1,OFIZSKBYSYFDAT-CALJPSDSSA-N,,,,,,,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:20:50+00:00
r_c6295314c2f2,antibiotics12071220.pdf,,text,opsin:text,"e, 1,2,4-triazole5-thione and 1,3-thiazolan-4-one derivatives of benzimidazole.","1,3-thiazolan-4-one","1,3-thiazolan-4-one",S1CNC(C1)=O,O=C1CSCN1,NOLHRFLIXVQPSZ-UHFFFAOYSA-N,637591,2281-74-5,C3H5NOS,103.15,"1,3-thiazolidin-4-one",,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:20:50+00:00
r_137fadf1017b,antibiotics12071220.pdf,,text,opsin:text,21a** – **21e** starting from 4-(prop-2-ynyloxy)benzaldehyde **14** (Scheme 5). All compou,4-(prop-2-ynyloxy)benzaldehyde,4-(prop-2-ynyloxy)benzaldehyde,C(C#C)OC1=CC=C(C=O)C=C1,C#CCOc1ccc(C=O)cc1,GSSBOYWRKTVVQX-UHFFFAOYSA-N,1897533,5651-86-5,C10H8O2,160.17,4-prop-2-ynoxybenzaldehyde,,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:20:50+00:00
r_1edfa1b165ac,antibiotics12071220.pdf,,text,opsin:text,cs**_   ## _Review_   # **Benzimidazole-Triazole Hybrids as Antimicro,imidazole,imidazole,N1C=NC=C1,c1c[nH]cn1,RAXXELZNTBOGNW-UHFFFAOYSA-N,795,288-32-4,C3H4N2,68.08,1H-imidazole,,,,,,,,,,,,passed,rdkit canonical,dup_034,2,True,,False,False,,2026-06-26T20:20:50+00:00
r_12ca130289f7,antibiotics12071220.pdf,,text,opsin:text,". synthesized a new series of benzimidazole-1,2,3-triazole-indoline derivatives **35** by employi","benzimidazole-1,2,3-triazole-indoline","benzimidazole-1,2,3-triazole-indoline",N1CCC2=CC=CC=C12.N1N=NC=C1.N1=CNC2=C1C=CC=C2,c1c[nH]nn1.c1ccc2[nH]cnc2c1.c1ccc2c(c1)CCN2,PVPJEFVCEHKOHG-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:20:50+00:00
r_bebf6a0aa367,antibiotics12071220.pdf,,text,opsin:text,"oach for twin-enzyme targeted benzimidazolyl-1,2,4triazole molecular hybrids as antifung","benzimidazolyl-1,2,4triazole","benzimidazolyl-1,2,4triazole",N1=C(NC2=C1C=CC=C2)C2=NNC=N2,c1ccc2[nH]c(-c3nc[nH]n3)nc2c1,OXHALGJRIJLCIJ-UHFFFAOYSA-N,136340064,,C9H7N5,185.19,"2-(1H-1,2,4-triazol-5-yl)-1H-benzimidazole",,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:20:50+00:00
r_6e34cff3038b,antibiotics12071220.pdf,,text,opsin:text,"of 1,2,4-triazole **75** with 4-fluorobenzaldehyde **76** in DMF with the format",4-fluorobenzaldehyde,4-fluorobenzaldehyde,FC1=CC=C(C=O)C=C1,O=Cc1ccc(F)cc1,UOQXIWFBQSVDPP-UHFFFAOYSA-N,68023,459-57-4,C7H5FO,124.11,4-fluorobenzaldehyde,,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:20:50+00:00
r_8d6e0c888e04,antibiotics12071220.pdf,,text,opsin:text,nst the crystal structures of glucosamine-6-phosphate synthase (GlmS) (PDB ID: 2VF5,glucosamine-6-phosphate,glucosamine-6-phosphate,P(=O)(O)(O)OC[C@@H]1[C@H]([C@@H]([C@H](C(O)O1)N)O)O,N[C@H]1C(O)O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,XHMJOUIAFHJHBW-IVMDWMLBSA-N,440997,3616-42-0,C6H14NO8P,259.15,"[(2R,3S,4R,5R)-5-amino-3,4,6-trihydroxyoxan-2-yl]methyl dihydrogen phosphate",,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:20:50+00:00
r_4571f191c971,antibiotics12071220.pdf,,text,opsin:text,incorporating different aryl thiazole-triazole acetamide derivatives as α-glycosidase,thiazole-triazole acetamide,thiazole-triazole acetamide,C(C)(=O)N.N1N=NC=C1.S1C=NC=C1,CC(N)=O.c1c[nH]nn1.c1cscn1,WZGHXZGDFLJEAL-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:20:50+00:00
r_406ad15bfe99,antibiotics12071220.pdf,,text,opsin:text,"hran, M.A.; Labouta, I.M. New tetrahydropyrimidine-1,2,3-triazole clubbed compounds: Antituberc","tetrahydropyrimidine-1,2,3-triazole","tetrahydropyrimidine-1,2,3-triazole",N1N=NC=C1.N1CNCC=C1,C1=CNCNC1.c1c[nH]nn1,NETWCWLEUJIYLD-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:20:50+00:00
r_58a5252886dc,antibiotics12071220.pdf,,text,opsin:text,"al) Cl N CHN3<br>Cl N NH HN N 1,2,4-Triazole HN HO O N N<br>Cl N H N     A","1,2,4-Triazole","1,2,4-Triazole",N1N=CN=C1,c1nc[nH]n1,NSPMIYGKQJPBQR-UHFFFAOYSA-N,9257,288-88-0,C2H3N3,69.07,"1H-1,2,4-triazole",,,,,,,,,,,,passed,rdkit canonical,dup_035,2,True,,False,False,,2026-06-26T20:20:50+00:00
r_8a43de141623,antibiotics12071220.pdf,,text,opsin:text,"imicrobial activities. [143]. Benzimidazole-1,2,4-triazole Mannich base **70** was activ","Benzimidazole-1,2,4-triazole","Benzimidazole-1,2,4-triazole",N1N=CN=C1.N1=CNC2=C1C=CC=C2,c1ccc2[nH]cnc2c1.c1nc[nH]n1,XOFNJOHYONGGHB-UHFFFAOYSA-N,161765751,,C9H9N5,187.2,"1H-benzimidazole;1H-1,2,4-triazole",,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:20:50+00:00
r_35191f413c97,antibiotics12071220.pdf,,text,opsin:text,"1,2,3triazole benzimidazole-triazole","1,2,3triazole benzimidazole-triazole","1,2,3triazole benzimidazole-triazole",N1N=NC=C1.N1=CNC2=C1C=CC=C2.N2N=NC=C2,c1c[nH]nn1.c1c[nH]nn1.c1ccc2[nH]cnc2c1,TUYQNYXRYZHSPI-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:20:50+00:00
r_efa3e77569a7,antibiotics12071220.pdf,,text,opsin:text,**115d** in three steps from 5-chloro-4-fluoro-2-nitrobenzenamine (Scheme 30). All compounds we,5-chloro-4-fluoro-2-nitrobenzenamine,5-chloro-4-fluoro-2-nitrobenzenamine,ClC=1C(=CC(=C(C1)N)[N+](=O)[O-])F,Nc1cc(Cl)c(F)cc1[N+](=O)[O-],VRJKEIWZSOHDOH-UHFFFAOYSA-N,517835,104222-34-6,C6H4ClFN2O2,190.56,5-chloro-4-fluoro-2-nitroaniline,,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:20:50+00:00
r_9503dab4341f,antibiotics12071220.pdf,,text,opsin:text,"tivity of Some Derivatives of 2-Methylbenzimidazole Containing 1,3,4-Oxadiazole o",2-Methylbenzimidazole,2-Methylbenzimidazole,CC=1NC2=C(N1)C=CC=C2,Cc1nc2ccccc2[nH]1,LDZYRENCLPUXAX-UHFFFAOYSA-N,11984,615-15-6,C8H8N2,132.16,2-methyl-1H-benzimidazole,,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:20:50+00:00
r_562008eab2c8,antibiotics12071220.pdf,,text,opsin:text,ungal activities. Substituted piperazine derivatives were comparable o,piperazine,piperazine,N1CCNCC1,C1CNCCN1,GLUUGHFHXGJENI-UHFFFAOYSA-N,4837,110-85-0,C4H10N2,86.14,piperazine,,,,,,,,,,,,passed,rdkit canonical,dup_036,2,True,,False,False,,2026-06-26T20:20:50+00:00
r_8194cd0b5361,antibiotics12071220.pdf,,text,opsin:text,cological Evaluation of Novel Triazole-Pyrimidine Hybrids as Potential Neuropro,Triazole-Pyrimidine,Triazole-Pyrimidine,N1=CN=CC=C1.N1N=NC=C1,c1c[nH]nn1.c1cncnc1,VZXWDGGSKPWCPO-UHFFFAOYSA-N,66697134,,C6H7N5,149.15,pyrimidine;2H-triazole,,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:20:50+00:00
r_c1e6e1a3bd1d,antibiotics12071220.pdf,,text,opsin:text,"and ADMET Prediction of Novel Benzimidazo-1,2,3-triazole Based Molecules as Potential","Benzimidazo-1,2,3-triazole","Benzimidazo-1,2,3-triazole",N1=NN=C2C1=C1C(=NC=N1)C=C2,C1=Nc2c3c(ccc2=N1)=NN=N3,JERCXDILDOTATN-UHFFFAOYSA-N,69439267,,C7H3N5,157.13,"imidazo[4,5-e]benzotriazole",,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:20:50+00:00
r_d91ce96f612b,antibiotics12071220.pdf,,text,opsin:text,"pyrimidine, thiazole, indole, isoxazole, thiadiazole, coumarin) incre",isoxazole,isoxazole,O1N=CC=C1,c1cnoc1,CTAPFRYPJLPFDF-UHFFFAOYSA-N,9254,288-14-2,C3H3NO,69.06,"1,2-oxazole",,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:20:50+00:00
r_9e0e19407853,antibiotics12071220.pdf,,text,opsin:text,"cological evaluation of novel benzimidazole-1,2,3-triazole-sulfonamide hybrids as antimicrobial and","benzimidazole-1,2,3-triazole-sulfonamide","benzimidazole-1,2,3-triazole-sulfonamide",N1N=NC(=C1)S(=O)(=O)N.N1=CNC2=C1C=CC=C2,NS(=O)(=O)c1c[nH]nn1.c1ccc2[nH]cnc2c1,BIITVABCMHUSLN-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,passed,rdkit canonical,dup_037,2,True,,False,False,,2026-06-26T20:20:50+00:00
r_1d91c8ae1028,antibiotics12071220.pdf,,text,opsin:text,"OH, EtOH, Reflux<br>4. K2CO3/ Acetone, Reflux<br>**73**−**84%**<br>",Acetone,Acetone,CC(=O)C,CC(C)=O,CSCPPACGZOOCGX-UHFFFAOYSA-N,180,67-64-1,C3H6O,58.08,propan-2-one,,,,,,,,,,,,passed,rdkit canonical,dup_038,2,True,,False,False,,2026-06-26T20:20:50+00:00
r_d5c603a11a04,antibiotics12071220.pdf,,text,opsin:text,"Al-Majidi et al. synthesized 2-mercaptobenzimidazole derivatives **95** , **96** ,",2-mercaptobenzimidazole,2-mercaptobenzimidazole,SC=1NC2=C(N1)C=CC=C2,Sc1nc2ccccc2[nH]1,YHMYGUUIMTVXNW-UHFFFAOYSA-N,11410,,C7H6N2S,150.2,1H-benzimidazole-2-thiol,,,,,,,,,,,,passed,rdkit canonical,dup_039,2,True,,False,False,,2026-06-26T20:20:50+00:00
r_7abe147432b8,antibiotics12071220.pdf,,text,opsin:text,designed and synthesized some quinolone– triazole conjugates against SARS-CoV-2,quinolone– triazole,quinolone– triazole,N1N=NC=C1.N1C(C=CC2=CC=CC=C12)=O,O=c1ccc2ccccc2[nH]1.c1c[nH]nn1,GJKWDEOXEFDZEY-UHFFFAOYSA-N,89650099,,C11H10N4O,214.22,1H-quinolin-2-one;2H-triazole,,,,,,,,,,,,passed,rdkit canonical,dup_040,2,True,,False,False,,2026-06-26T20:20:50+00:00
r_af1c35e52d7d,antibiotics12071220.pdf,,text,opsin:text,anti-protozoal activities of amidinobenzimidazole derivatives and their interac,amidinobenzimidazole,amidinobenzimidazole,C(N)(=N)C=1NC2=C(N1)C=CC=C2,N=C(N)c1nc2ccccc2[nH]1,DKMZVRTWQBZKME-UHFFFAOYSA-N,4610536,69006-93-5,C8H8N4,160.18,1H-benzimidazole-2-carboximidamide,,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:20:50+00:00
r_29759bffd7e1,antibiotics12071220.pdf,,text,opsin:text,"Anticancer Screening of Novel Benzothiazole-Piperazine-1,2,3-Triazole Hybrids. _Molecules_ **2018**","Benzothiazole-Piperazine-1,2,3-Triazole","Benzothiazole-Piperazine-1,2,3-Triazole",N1N=NC=C1.N1CCNCC1.S1C=NC2=C1C=CC=C2,C1CNCCN1.c1c[nH]nn1.c1ccc2scnc2c1,HOKPEWBWDMCCHL-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:20:50+00:00
r_806eae0b570d,antibiotics12071220.pdf,,text,opsin:text,"– **7b** , which reacted with acetylacetone in the presence of sodium eth",acetylacetone,acetylacetone,C(C)(=O)CC(C)=O,CC(=O)CC(C)=O,YRKCREAYFQTBPV-UHFFFAOYSA-N,31261,123-54-6,C5H8O2,100.12,"pentane-2,4-dione",,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:20:50+00:00
r_cf3389d977c4,antibiotics12071220.pdf,5,table,table,[p5t1] Gram-Positive<br>Organisms = **_S.a._**,**_B.c._**,**_B.c._**,,,,,,,,,,,,,,melting_point,**_S.a._**,,,degC,,unverified,name did not resolve,,,True,,False,True,unit standardisation: unparseable value; unresolved name (trade name / abbreviation?),2026-06-26T20:20:50+00:00
r_c9df0ee585cf,antibiotics12071220.pdf,5,table,table,[p5t1] Gram-Positive<br>Organisms = 64,**6a**,**6a**,,,,,,,,,,,,,,melting_point,64,,64.0,degC,unit missing → assumed degC,unverified,name did not resolve,,,True,conf_003,True,True,"value note: unit assumed; unresolved name (trade name / abbreviation?); value conflict on melting_point (kept as metadata, not averaged)",2026-06-26T20:20:50+00:00
r_f946626c74f9,antibiotics12071220.pdf,5,table,table,[p5t1] Gram-Positive<br>Organisms = 128,**6b**,**6b**,,,,,,,,,,,,,,melting_point,128,,128.0,degC,unit missing → assumed degC,unverified,name did not resolve,,,True,conf_004,True,True,"value note: unit assumed; unresolved name (trade name / abbreviation?); value conflict on melting_point (kept as metadata, not averaged)",2026-06-26T20:20:50+00:00
r_50a2e7ed50f8,antibiotics12071220.pdf,5,table,table,[p5t1] Gram-Positive<br>Organisms = 256,**6c**,**6c**,,,,,,,,,,,,,,melting_point,256,,256.0,degC,unit missing → assumed degC,unverified,name did not resolve,,,True,conf_005,True,True,"value note: unit assumed; unresolved name (trade name / abbreviation?); value conflict on melting_point (kept as metadata, not averaged)",2026-06-26T20:20:50+00:00
r_60b9f28fcdb7,antibiotics12071220.pdf,5,table,table,[p5t1] Gram-Positive<br>Organisms = 256,**6d**,**6d**,,,,,,,,,,,,,,melting_point,256,,256.0,degC,unit missing → assumed degC,unverified,name did not resolve,,,True,conf_006,True,True,"value note: unit assumed; unresolved name (trade name / abbreviation?); value conflict on melting_point (kept as metadata, not averaged)",2026-06-26T20:20:50+00:00
r_0ed03eb57e38,antibiotics12071220.pdf,5,table,table,[p5t1] Gram-Positive<br>Organisms = 256,**6e**,**6e**,,,,,,,,,,,,,,melting_point,256,,256.0,degC,unit missing → assumed degC,unverified,name did not resolve,,,True,conf_007,True,True,"value note: unit assumed; unresolved name (trade name / abbreviation?); value conflict on melting_point (kept as metadata, not averaged)",2026-06-26T20:20:50+00:00
r_f6b8b244060c,antibiotics12071220.pdf,5,table,table,[p5t1] Gram-Positive<br>Organisms = 512,**6f**,**6f**,,,,,,,,,,,,,,melting_point,512,,512.0,degC,unit missing → assumed degC,unverified,name did not resolve,,,True,conf_008,True,True,"value note: unit assumed; unresolved name (trade name / abbreviation?); value conflict on melting_point (kept as metadata, not averaged)",2026-06-26T20:20:50+00:00
r_f5cdd094e42e,antibiotics12071220.pdf,5,table,table,[p5t1] Gram-Positive<br>Organisms = 8,Ciproﬂoxacin,Ciproﬂoxacin,,,,,,,,,,,,,,melting_point,8,,8.0,degC,unit missing → assumed degC,unverified,name did not resolve,,,True,,False,True,value note: unit assumed; unresolved name (trade name / abbreviation?),2026-06-26T20:20:50+00:00
r_904bfc2b57e8,antibiotics12071220.pdf,24,table,table,[p24t1] Gram-Positive = **_S. aureus_**,**_B. subtilis_**,**_B. subtilis_**,,,,,,,,,,,,,,melting_point,**_S. aureus_**,,,degC,,unverified,name did not resolve,,,True,,False,True,unit standardisation: unparseable value; unresolved name (trade name / abbreviation?),2026-06-26T20:20:50+00:00
r_c1d7f0b9ddf8,antibiotics12071220.pdf,24,table,table,[p24t1] Gram-Positive = 98,**105a**,**105a**,,,,,,,,,,,,,,melting_point,98,,98.0,degC,unit missing → assumed degC,unverified,name did not resolve,,,True,,False,True,value note: unit assumed; unresolved name (trade name / abbreviation?),2026-06-26T20:20:50+00:00
r_86a0ed55d725,antibiotics12071220.pdf,24,table,table,[p24t1] Gram-Positive = 75,**107a**,**107a**,,,,,,,,,,,,,,melting_point,75,,75.0,degC,unit missing → assumed degC,unverified,name did not resolve,,,True,,False,True,value note: unit assumed; unresolved name (trade name / abbreviation?),2026-06-26T20:20:50+00:00
r_810efb78922b,antibiotics12071220.pdf,24,table,table,[p24t1] Gram-Positive = 79,**107b**,**107b**,,,,,,,,,,,,,,melting_point,79,,79.0,degC,unit missing → assumed degC,unverified,name did not resolve,,,True,,False,True,value note: unit assumed; unresolved name (trade name / abbreviation?),2026-06-26T20:20:50+00:00
r_fe5cbd9c32f5,antibiotics12071220.pdf,24,table,table,[p24t1] Gram-Positive = 64,Gentamycin *,Gentamycin *,,,,,,,,,,,,,,melting_point,64,,64.0,degC,unit missing → assumed degC,unverified,name did not resolve,,,True,,False,True,value note: unit assumed; unresolved name (trade name / abbreviation?),2026-06-26T20:20:50+00:00
r_56fbd74cbc22,d2ra06667j.pdf,,text,regex,"4nitrophenyl), 6-methyl, N-(4-chlorobenzyl)) with MIC of 4–16 mg mL[",,,,,,,,,,,,,,,,MIC,4–16,m,10.0,nM,,unverified,,,,True,,False,True,measurement without attached compound; unit standardisation: invalid unit: m,2026-06-26T20:28:31+00:00
r_21914b587189,d2ra06667j.pdf,,text,regex,compound 4c showed good antimicrobial activities (MIC = 16 mg mL[,4c,4c,,,,,,,,,,,,,,MIC,16,m,16.0,nM,,unverified,name did not resolve,,,True,,False,True,unit standardisation: invalid unit: m; compound label '4c' (needs cross-reference to a structure),2026-06-26T20:28:31+00:00
r_4189e5c0b571,d2ra06667j.pdf,,text,regex,th in silico and in vitro with compound 4c having IC50 of 2.35 mM.   #,4c,4c,,,,,,,,,,,,,,IC50,2.35,mM,2350000.0,nM,1 mM = 1e+06 nM,unverified,name did not resolve,,,True,,False,True,compound label '4c' (needs cross-reference to a structure),2026-06-26T20:28:31+00:00
r_2c567ac834f9,d2ra06667j.pdf,,text,regex,"2 mg mL[−][1] as compared to ciprooxacin (Cipro, MIC = 8–16 mg mL[",,,,,,,,,,,,,,,,MIC,8–16,m,12.0,nM,,unverified,,,,True,,False,True,measurement without attached compound; unit standardisation: invalid unit: m,2026-06-26T20:28:31+00:00
r_7a9e8f5e7b45,d2ra06667j.pdf,,text,regex,"ctivities against the strains EC, SF, CA, and AN (MIC 64 mg mL[",,,,,,,,,,,,,,,,MIC,64,m,64.0,nM,,unverified,,,,True,,False,True,measurement without attached compound; unit standardisation: invalid unit: m,2026-06-26T20:28:31+00:00
r_7c9c02f40d1a,d2ra06667j.pdf,,text,regex,"mg mL[−][1] , respectively as compared to Cipro (MIC = 8–16 mg mL[",,,,,,,,,,,,,,,,MIC,8–16,m,12.0,nM,,unverified,,,,True,,False,True,measurement without attached compound; unit standardisation: invalid unit: m,2026-06-26T20:28:31+00:00
r_8f5482707ac1,d2ra06667j.pdf,,text,regex,"te activities against the strains EC, CA, and AN (MIC 32–64 mg mL[",,,,,,,,,,,,,,,,MIC,32–64,m,48.0,nM,,unverified,,,,True,,False,True,measurement without attached compound; unit standardisation: invalid unit: m,2026-06-26T20:28:31+00:00
r_15882ce14957,d2ra06667j.pdf,,text,regex,ood antimicrobial activity against strain SF with MIC of 8 mg mL[,4g,4g,,,,,,,,,,,,,,MIC,8,m,8.0,nM,,unverified,name did not resolve,,,True,,False,True,unit standardisation: invalid unit: m; compound label '4g' (needs cross-reference to a structure),2026-06-26T20:28:31+00:00
r_c25cbf8b7378,d2ra06667j.pdf,,text,regex,F with MIC of 8 mg mL[−][1] as compared to Cipro (MIC = 8 mg mL[,,,,,,,,,,,,,,,,MIC,8,m,8.0,nM,,unverified,,,,True,,False,True,measurement without attached compound; unit standardisation: invalid unit: m,2026-06-26T20:28:31+00:00
r_0beed761f31e,d2ra06667j.pdf,,text,regex,"as compared to ciprooxacin and uconazole (Flu, MIC of 4 mg mL[",,,,,,,,,,,,,,,,MIC,4,m,4.0,nM,,unverified,,,,True,,False,True,measurement without attached compound; unit standardisation: invalid unit: m,2026-06-26T20:28:31+00:00
