pdf,doi,title,journal_name,publisher,year,access,is_oa,oa_status,reference
30_s41598-022-19698-0.pdf,10.1038/s41598-022-19698-0,Synergistic antibacterial activity of silver nanoparticles biosynthesized by carbapenem-resistant Gram-negative bacilli,Scientific Reports,Springer Science and Business Media LLC,2022,1,True,gold,https://www.nature.com/articles/s41598-022-19698-0
31_thirumurugan2016.pdf,10.1038/srep29982,Elucidating pharmacodynamic interaction of silver nanoparticle - topical deliverable antibiotics,Scientific Reports,Springer Science and Business Media LLC,2016,1,True,gold,https://www.nature.com/articles/srep29982
178_d2ra00231k.pdf,10.1039/D2RA00231K,Curcumin assisted green synthesis of silver and zinc oxide nanostructures and their antibacterial activity against some clinical pathogenic multi-drug resistant bacteria,RSC Advances,Royal Society of Chemistry (RSC),2022,1,True,gold,https://pubs.rsc.org/en/content/articlelanding/2022/ra/d2ra00231k
202_d3ra07819a.pdf,10.1039/D3RA07819A,Biosynthesis and characterization of silver nanoparticles synthesized using extracts ofпїЅAgrimonia eupatoriaпїЅL. andпїЅin vitroпїЅandпїЅin vivoпїЅstudies of potential medicinal applications,RSC Advances,Royal Society of Chemistry (RSC),2024,1,True,gold,https://pubs.rsc.org/en/content/articlelanding/2024/ra/d3ra07819a
142_c3ra44507k.pdf,10.1039/c3ra44507k,Size-controlled silver nanoparticles synthesized over the range 5вЂ“100 nm using the same protocol and their antibacterial efficacy,RSC Adv.,Royal Society of Chemistry (RSC),2014,1,True,hybrid,https://pubs.rsc.org/en/content/articlelanding/2014/ra/c3ra44507k
164_c9na00017h.pdf,10.1039/c9na00017h,The interplay between size and valence state on the antibacterial activity of sub-10 nm silver nanoparticles,Nanoscale Advances,Royal Society of Chemistry (RSC),2019,1,True,gold,https://pubs.rsc.org/en/content/articlelanding/2019/na/c9na00017h
152_d1ra00488c.pdf,10.1039/d1ra00488c,Biofabricated silver nanoparticles exhibit broad-spectrum antibiofilm and antiquorum sensing activity against Gram-negative bacteria,RSC Advances,Royal Society of Chemistry (RSC),2021,1,True,gold,https://pubs.rsc.org/en/content/articlelanding/2021/ra/d1ra00488c
180_d1ra08238h.pdf,10.1039/d1ra08238h,<i>Streptomyces chiangmaiensis</i> SSUT88A mediated green synthesis of silver nanoparticles: characterization and evaluation of antibacterial action against clinical drug-resistant strains,RSC Advances,Royal Society of Chemistry (RSC),2022,1,True,gold,https://pubs.rsc.org/en/content/articlelanding/2022/ra/d1ra08238h
138_d2ma00613h.pdf,10.1039/d2ma00613h,"Microwave-assisted green synthesis of <i>Desmodium triquetrum</i>-mediated silver nanoparticles: enhanced antibacterial, antibiofilm, and cytotoxicity activities against human breast cancer cell lines",Materials Advances,Royal Society of Chemistry (RSC),2022,1,True,gold,https://pubs.rsc.org/en/content/articlelanding/2022/ma/d2ma00613h
139_d2ra01734b.pdf,10.1039/d2ra01734b,"Roles of chitosan in synthesis, antibacterial and anti-biofilm properties of bionano silver and gold",RSC Advances,Royal Society of Chemistry (RSC),2022,1,True,gold,https://pubs.rsc.org/en/content/articlelanding/2022/ra/d2ra01734b
179_d2ra04717a.pdf,10.1039/d2ra04717a,"Cefotaxime incorporated bimetallic silver-selenium nanoparticles: promising antimicrobial synergism, antibiofilm activity, and bacterial membrane leakage reaction mechanism",RSC Advances,Royal Society of Chemistry (RSC),2022,1,True,gold,https://pubs.rsc.org/en/content/articlelanding/2022/ra/d2ra04717a
181_d3ma00089c.pdf,10.1039/d3ma00089c,"Bioinspired green-synthesized silver nanoparticles: <i>in vitro</i> physicochemical, antibacterial, biofilm inhibitory, genotoxicity, antidiabetic, antioxidant, and anticoagulant performance",Materials Advances,Royal Society of Chemistry (RSC),2023,1,True,gold,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c
189_d3pm00077j.pdf,10.1039/d3pm00077j,Green synthesis of silver nanoparticles using <i>Phyllanthus emblica</i> extract: investigation of antibacterial activity and biocompatibility <i>in vivo</i>,RSC Pharmaceutics,Royal Society of Chemistry (RSC),2024,1,True,gold,https://pubs.rsc.org/en/content/articlelanding/2024/pm/d3pm00077j
110_d3ra07733k.pdf,10.1039/d3ra07733k,Biogenic silver nanoparticles' antibacterial activity and cytotoxicity on human hepatocarcinoma cells (Huh-7),RSC Advances,Royal Society of Chemistry (RSC),2024,1,True,gold,https://pubs.rsc.org/en/content/articlelanding/2024/ra/d3ra07733k
195_d4ra04140b.pdf,10.1039/d4ra04140b,Enhancing the antimicrobial activity of silver nanoparticles against pathogenic bacteria by using <i>Pelargonium sidoides</i> DC extract in microwave assisted green synthesis,RSC Advances,Royal Society of Chemistry (RSC),2024,1,True,gold,https://pubs.rsc.org/en/content/articlelanding/2024/ra/d4ra04140b
19_markowska2014.pdf,10.1099/jmm.0.068833-0,Modulation of antibiotic resistance and induction of a stress response in Pseudomonas aeruginosa by silver nanoparticles,Journal of Medical Microbiology,Microbiology Society,2014,1,True,bronze,https://www.microbiologyresearch.org/content/journal/jmm/10.1099/jmm.0.068833-0
22_lambio0680.pdf,10.1111/lam.13759,Biologically synthesized silver nanoparticles as potent antibacterial effective against multidrug-resistant Pseudomonas aeruginosa,Letters in Applied Microbiology,Oxford University Press (OUP),2022,1,True,hybrid,https://academic.oup.com/lambio/article/75/3/680/6989369
5_habash2014.pdf,10.1128/aac.03170-14,Synergy of Silver Nanoparticles and Aztreonam against Pseudomonas aeruginosa PAO1 Biofilms,Antimicrobial Agents and Chemotherapy,American Society for Microbiology,2014,1,True,bronze,https://journals.asm.org/doi/10.1128/aac.03170-14#ref-list-1
24_swolana2020.pdf,10.1128/aac.03170-14,Synergy of Silver Nanoparticles and Aztreonam against Pseudomonas aeruginosa PAO1 Biofilms,Antimicrobial Agents and Chemotherapy,American Society for Microbiology,2014,1,True,bronze,https://journals.asm.org/doi/10.1128/aac.03170-14#ref-list-1
130_Evidence-Based Complementary and Alternative Medicine - 2018 - Ansari - OneРІР‚С’Pot Facile Green Synthesis of Silver.pdf,10.1155/2018/1860280,OneвЂђPot Facile Green Synthesis of Silver Nanoparticles Using Seed Extract of <i>Phoenix dactylifera</i> and Their Bactericidal Potential against MRSA,Evidence-Based Complementary and Alternative Medicine,Wiley,2018,1,True,hybrid,https://onlinelibrary.wiley.com/doi/full/10.1155/2018/1860280
153_Bioinorganic Chemistry and Applications - 2019 - Qais - Antibacterial Effect of Silver Nanoparticles Synthesized Using.pdf,10.1155/2019/4649506,Antibacterial Effect of Silver Nanoparticles Synthesized Using <i>Murraya koenigii</i> (L.) against Multidrug-Resistant Pathogens,Bioinorganic Chemistry and Applications,Wiley,2019,1,True,gold,https://onlinelibrary.wiley.com/doi/10.1155/2019/4649506
24_swolana2020.pdf,10.1166/jnn.2018.15013,Antibacterial Activities of Bacteriagenic Silver Nanoparticles Against Nosocomial Acinetobacter baumannii,Journal of Nanoscience and Nanotechnology,American Scientific Publishers,2018,1,False,closed,https://www.ingentaconnect.com/content/asp/jnn/2018/00000018/00000006/art00007
72_10.1186@s12951-020-0588-6.pdf,10.1186/s12951-020-0588-6,"Antibacterial activity of iron oxide, iron nitride, and tobramycin conjugated nanoparticles against Pseudomonas aeruginosa biofilms",Journal of Nanobiotechnology,Springer Science and Business Media LLC,2020,1,True,gold,https://jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-020-0588-6
141_1-s2.0-S1687157X23007692-main.pdf,10.1186/s43141-020-00093-z,Enhancement of the antibacterial potential of plantaricin by incorporation into silver nanoparticles,Journal of Genetic Engineering and Biotechnology,Elsevier BV,2021,1,True,gold,https://www.sciencedirect.com/science/article/pii/S1687157X23007692?via%3Dihub#s0100
177_1-s2.0-S1687157X23008247-main.pdf,10.1186/s43141-022-00414-4,Phytogenic silver nanoparticles from tissue-cultured Kaempferia angustifolia вЂ” an underutilized medicinal herb: a comparative antibacterial study on urinary pathogens,Journal of Genetic Engineering and Biotechnology,Elsevier BV,2022,1,True,gold,https://doi.org/10.1186/s43141-022-00414-4
28_10.1371@journal.pone.0224904.pdf,10.1371/journal.pone.0224904,Enhancement of antibiotics antimicrobial activity due to the silver nanoparticles impact on the cell membrane,PLOS ONE,Public Library of Science (PLoS),2019,1,True,gold,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0224904
105_journal.pone.0259190.pdf,10.1371/journal.pone.0259190,Biofabrication of ZnO nanoparticles using Acacia arabica leaf extract and their antibiofilm and antioxidant potential against foodborne pathogens,PLOS ONE,Public Library of Science (PLoS),2022,1,True,gold,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0259190#sec024
103_alekish2018.pdf,10.14202/vetworld.2018.1428-1432,In vitro antibacterial effects of zinc oxide nanoparticles on multiple drug-resistant strains of Staphylococcus aureus and Escherichia coli: An alternative approach for antibacterial therapy of mastitis in sheep,Veterinary World,Veterinary World,2018,1,True,gold,http://www.veterinaryworld.org/Vol.11/October-2018/11.pdf
34_abo-shama2020.pdf,10.2147/IDR.S234425,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,Dove Medical Press Ltd.,Infect Drug Resis,2020,1,True,green,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/
36_chopade2012.pdf,10.2147/IJN.S24793,Synthesis of silver nanoparticles using Dioscorea bulbifera tuber extract and evaluation of its synergistic potential in combination with antimicrobial agents,Dove Medical Press Ltd.,International Journal of Nanomedicine,2012,1,True,green,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/
37_chopade2013.pdf,10.2147/IJN.S48913,"Synthesis, optimization, and characterization of silver nanoparticles fromпїЅAcinetobacter calcoaceticusпїЅand their enhanced antibacterial activity when combined with antibiotics",Dove Medical Press Ltd.,International Journal of Nanomedicine,2012,1,True,green,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/
16_IJN-49284-combined-efficacy-of-biologically-synthesized-silver-nanopar_081913.pdf,10.2147/IJN.S49284,Combined efficacy of biologically synthesized silver nanoparticles and different antibiotics against multidrug-resistant bacteria,Dove Medical Press Ltd.,International Journal of Nanomedicine,2013,1,True,green,https://www.tandfonline.com/doi/full/10.2147/IJN.S49284#
38_NMRJ_Volume 5_Issue 1_Pages 44-54.pdf,10.22034/nmrj.2020.01.006,Synergistic Activity of Green Silver Nanoparticles with Antibiotics,Nanomedicine Research Journal,Tehran University of Medical Sciences,2020,1,True,green,http://www.nanomedicine-rj.com/article_38645.html
98_ijpr-19-70.pdf,10.22037/ijpr.2019.15578.13190,Green Synthesis and Characterization of Bismuth Oxide Nanoparticle UsingпїЅMentha PulegiumпїЅExtract,Iranian Journal of Pharmaceutical Research,Brieflands,2020,1,True,green,https://brieflands.com/articles/ijpr-124421.html#T1
108_JPAM_Vol_15_Issue4_p_1907-1914.pdf,10.22207/ JPAM.15.4.12,Antibacterial Potential of Zinc Oxide Nanoparticles Synthesized using Aloe vera (L.) Burm.f.: A Green Approach to Combat Drug Resistance,Journal of Pure and Applied Microbiology,Journal of Pure and Applied Microbiology,2021,1,True,green,https://www.researchgate.net/profile/Ashwani-Kumar-101/publication/354927338_Antibacterial_Potential_of_Zinc_Oxide_Nanoparticles_Synthesized_using_Aloe_vera_L_Burmf_A_Green_Approach_to_Combat_Drug_Resistance/links/61a7a0de29948f41dbb957c2/Antibacterial-Potential-of-Zinc-Oxide-Nanoparticles-Synthesized-using-Aloe-vera-L-Burmf-A-Green-Approach-to-Combat-Drug-Resistance.pdf
210_JPAM_Vol_15_Issue4_p_1907-1914.pdf,10.22207/JPAM.15.4.12,Antibacterial Potential of Zinc Oxide Nanoparticles Synthesized usingпїЅAloe veraпїЅ(L.) Burm.f.: A Green Approach to Combat Drug Resistance,Journal of Pure and Applied Microbiology,Journal of Pure and Applied Microbiology,2021,1,True,green,https://www.researchgate.net/profile/Ashwani-Kumar-101/publication/354927338_Antibacterial_Potential_of_Zinc_Oxide_Nanoparticles_Synthesized_using_Aloe_vera_L_Burmf_A_Green_Approach_to_Combat_Drug_Resistance/links/61a7a0de29948f41dbb957c2/Antibacterial-Potential-of-Zinc-Oxide-Nanoparticles-Synthesized-using-Aloe-vera-L-Burmf-A-Green-Approach-to-Combat-Drug-Resistance.pdf
214_JMedLife-14-823.pdf,10.25122/jml-2021-0270,Evaluating the antibacterial effect of cobalt nanoparticles against multi-drug resistant pathogens,Journal of Medicine and Life,S.C. JURNALUL PENTRU MEDICINA SI VIATA S.R.L,2021,1,True,gold,https://medandlife.org/wp-content/uploads/JMedLife-14-823.pdf
93_green-synthesis-of-silver-nanoparticles-using-cinnamomum-zylinicum-and-their-synergistic-effect-against-multidrug-resistance-bacte.pdf,10.26502/jnr.2688-8521008,Green Synthesis of Silver Nanoparticles using Cinnamomum Zylinicum and their Synergistic Effect against Multi-Drug Resistance Bacteria,Journal of Nanotechnology Research,Fortune Journals,2019,1,True,gold,https://cdn.fortuneonline.org/articles/green-synthesis-of-silver-nanoparticles-using-cinnamomum-zylinicum-and-their-synergistic-effect-against-multidrug-resistance-bacte.pdf
125_848.pdf,10.2741/E848,Antimicrobial activity ofпїЅBacillus subtilisпїЅsilver nanoparticles,Frontier in Bioscience-Elite,IMR Press,2019,1,True,green,https://www.sciencedirect.com/science/article/pii/S2666845923000193
127_1-s2.0-S0022030221000254-main.pdf,10.3168/jds.2020-19049,Use of Lactobacillus paracasei isolated from whey for silver nanocomposite synthesis: Antiradical and antimicrobial properties against selected pathogens,Journal of Dairy Science,American Dairy Science Association,2021,1,True,hybrid,https://www.sciencedirect.com/science/article/pii/S0022030221000254
211_fbioe-10-820218.pdf,10.3389/fbioe.2022.820218,"Phyto-Mediated Copper Oxide Nanoparticles for Antibacterial, Antioxidant and Photocatalytic Performances",Frontiers in Bioengineering and Biotechnology,Frontiers Media SA,2022,1,True,gold,https://pubmed.ncbi.nlm.nih.gov/35252130/
12_patra2017.pdf,10.3389/fmicb.2017.00167,Antibacterial Activity and Synergistic Antibacterial Potential of Biosynthesized Silver Nanoparticles against Foodborne Pathogenic Bacteria along with its Anticandidal and Antioxidant Effects,Frontiers in Microbiology,Frontiers Media SA,2017,1,True,gold,https://www.frontiersin.org/articles/10.3389/fmicb.2017.00167/full
13_pompilio2018.pdf,10.3389/fmicb.2018.01349,Electrochemically Synthesized Silver Nanoparticles Are Active Against Planktonic and Biofilm Cells of Pseudomonas aeruginosa and Other Cystic Fibrosis-Associated Bacterial Pathogens,Frontiers in Microbiology,Frontiers Media SA,2018,1,True,gold,https://www.frontiersin.org/articles/10.3389/fmicb.2018.01349/full
15_fmicb-13-929491.pdf,10.3389/fmicb.2022.929491,Synergistic antibacterial activity of compact silver/magnetite core-shell nanoparticles core shell against Gram-negative foodborne pathogens,Frontiers in Microbiology,Frontiers Media SA,2022,1,True,gold,https://www.frontiersin.org/journals/microbiology/articles/10.3389/fmicb.2022.929491/full
4_antibiotics-11-01219-v2.pdf,10.3390/antibiotics11091219,Silver Nanoparticle-Based Combinations with Antimicrobial Agents against Antimicrobial-Resistant Clinical Isolates,Antibiotics,MDPI AG,2022,1,True,gold,https://www.mdpi.com/2079-6382/11/9/1219
107_molecules-26-06140-v4.pdf,10.3390/molecules26206140,Green Fabrication of Zinc Oxide Nanoparticles Using Phlomis Leaf Extract: Characterization and In Vitro Evaluation of Cytotoxicity and Antibacterial Properties,Molecules,MDPI AG,2021,1,True,gold,https://www.mdpi.com/1420-3049/26/20/6140
24_swolana2020.pdf,10.3390/nano10051010,The Antibacterial Effect of Silver Nanoparticles on Staphylococcus Epidermidis Strains with Different Biofilm-Forming Ability,Nanomaterials,MDPI AG,2020,1,True,gold,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7281182/
99_10.3390@nano10081614.pdf,10.3390/nano10081614,Cerium Oxide Nanoparticles and Their Efficient Antibacterial Application In Vitro against Gram-Positive and Gram-Negative Pathogens,Nanomaterials,MDPI AG,2020,1,True,gold,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7466638/
188_nanomaterials-08-00586-v2.pdf,10.3390/nano8080586,Biosynthesis of Silver Nanoparticles from Oropharyngeal Candida glabrata Isolates and Their Antimicrobial Activity against Clinical Strains of Bacteria and Fungi,Nanomaterials,MDPI AG,2018,1,True,gold,https://www.researchgate.net/publication/326759307_Biosynthesis_of_Silver_Nanoparticles_from_Oropharyngeal_Candida_glabrata_Isolates_and_Their_Antimicrobial_Activity_against_Clinical_Strains_of_Bacteria_and_Fungi
29_10.3390@polym13040659.pdf,10.3390/polym13040659,Development of Antibacterial Protective Coatings Active against MSSA and MRSA on Biodegradable Polymers,Polymers,MDPI AG,2021,1,True,gold,https://pubmed.ncbi.nlm.nih.gov/33672118/
39_PM-13-828.pdf,10.4103/pm.pm_120_17,Antibacterial Synergy of Silver Nanoparticles with Gentamicin and Chloramphenicol againstпїЅEnterococcus faecalis,Pharmacogn Mag,Pharmacognosy Magazine,2018,1,True,green,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5822507/
