domain,pdf,doi,doi_url,suggested_filename,notes
nanomag,3743164.pdf,10.1155/2018/3743164,https://doi.org/10.1155/2018/3743164,3743164.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,5066167.pdf,10.1155/2022/5066167,https://doi.org/10.1155/2022/5066167,5066167.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,s12951-020-0580-1.pdf,10.1186/s12951-020-0580-1,https://doi.org/10.1186/s12951-020-0580-1,s12951-020-0580-1.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,ijn.s322894.pdf,10.2147/ijn.s322894,https://doi.org/10.2147/ijn.s322894,ijn.s322894.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,nnm-2020-0467.pdf,10.2217/nnm-2020-0467,https://doi.org/10.2217/nnm-2020-0467,nnm-2020-0467.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,applnano1010007.pdf,10.3390/applnano1010007,https://doi.org/10.3390/applnano1010007,applnano1010007.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,coatings11020122.pdf,10.3390/coatings11020122,https://doi.org/10.3390/coatings11020122,coatings11020122.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,ijms23158279.pdf,10.3390/ijms23158279,https://doi.org/10.3390/ijms23158279,ijms23158279.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,ijms232314825.pdf,10.3390/ijms232314825,https://doi.org/10.3390/ijms232314825,ijms232314825.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,ma15062228.pdf,10.3390/ma15062228,https://doi.org/10.3390/ma15062228,ma15062228.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,magnetochemistry7030040.pdf,10.3390/magnetochemistry7030040,https://doi.org/10.3390/magnetochemistry7030040,magnetochemistry7030040.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,magnetochemistry7110146.pdf,10.3390/magnetochemistry7110146,https://doi.org/10.3390/magnetochemistry7110146,magnetochemistry7110146.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,magnetochemistry8120165.pdf,10.3390/magnetochemistry8120165,https://doi.org/10.3390/magnetochemistry8120165,magnetochemistry8120165.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,nano10050907.pdf,10.3390/nano10050907,https://doi.org/10.3390/nano10050907,nano10050907.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,nano11030627.pdf,10.3390/nano11030627,https://doi.org/10.3390/nano11030627,nano11030627.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,nano12020262.pdf,10.3390/nano12020262,https://doi.org/10.3390/nano12020262,nano12020262.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,nano12030456.pdf,10.3390/nano12030456,https://doi.org/10.3390/nano12030456,nano12030456.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,nano12173023.pdf,10.3390/nano12173023,https://doi.org/10.3390/nano12173023,nano12173023.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,nano13050880.pdf,10.3390/nano13050880,https://doi.org/10.3390/nano13050880,nano13050880.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,nano13101657.pdf,10.3390/nano13101657,https://doi.org/10.3390/nano13101657,nano13101657.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,nano14060482.pdf,10.3390/nano14060482,https://doi.org/10.3390/nano14060482,nano14060482.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,nano7030061.pdf,10.3390/nano7030061,https://doi.org/10.3390/nano7030061,nano7030061.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,nano7120415.pdf,10.3390/nano7120415,https://doi.org/10.3390/nano7120415,nano7120415.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,matersci.2022005.pdf,10.3934/matersci.2022005,https://doi.org/10.3934/matersci.2022005,matersci.2022005.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,1.4926424.pdf,dx.10.1063/1.4926424,https://doi.org/dx.10.1063/1.4926424,1.4926424.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
cocrystals,Li2020,10.1002/anie.202009714,https://doi.org/10.1002/anie.202009714,Li2020.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_cocrystals/ with suggested filename.
cocrystals,Qu2024,10.1016/j.cej.2024.151902,https://doi.org/10.1016/j.cej.2024.151902,Qu2024.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_cocrystals/ with suggested filename.
cocrystals,Nugrahani2024,10.1016/j.heliyon.2024.e33280,https://doi.org/10.1016/j.heliyon.2024.e33280,Nugrahani2024.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_cocrystals/ with suggested filename.
cocrystals,Kawabata2023,10.1016/j.jpap.2023.100172,https://doi.org/10.1016/j.jpap.2023.100172,Kawabata2023.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_cocrystals/ with suggested filename.
cocrystals,Cugovčan2017,10.1016/j.jpba.2017.01.025,https://doi.org/10.1016/j.jpba.2017.01.025,Cugovčan2017.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_cocrystals/ with suggested filename.
cocrystals,Diniz2024,10.1021/acs.molpharmaceut.4c00393,https://doi.org/10.1021/acs.molpharmaceut.4c00393,Diniz2024.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_cocrystals/ with suggested filename.
cocrystals,Zheng2024,10.1021/acsomega.4c03864,https://doi.org/10.1021/acsomega.4c03864,Zheng2024.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_cocrystals/ with suggested filename.
cocrystals,Yutani2019,10.3390/cryst9110553,https://doi.org/10.3390/cryst9110553,Yutani2019.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_cocrystals/ with suggested filename.
cocrystals,Xie2024,10.3390/molecules29102208,https://doi.org/10.3390/molecules29102208,Xie2024.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_cocrystals/ with suggested filename.
cocrystals,Dhakar2019,10.3390/pharmaceutics11100545,https://doi.org/10.3390/pharmaceutics11100545,Dhakar2019.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_cocrystals/ with suggested filename.
cocrystals,Nugrahani2023,10.3390/pharmaceutics15010124,https://doi.org/10.3390/pharmaceutics15010124,Nugrahani2023.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_cocrystals/ with suggested filename.
complexes,uzal2022,10.1016/j.ccr.2022.214606,https://doi.org/10.1016/j.ccr.2022.214606,uzal2022.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_complexes/ with suggested filename.
complexes,uzal2023,10.1016/j.ccr.2022.214606,https://doi.org/10.1016/j.ccr.2022.214606,uzal2023.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_complexes/ with suggested filename.
complexes,wadas2010,10.1021/cr900325h,https://doi.org/10.1021/cr900325h,wadas2010.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_complexes/ with suggested filename.
cytotox,54_liang2013.pdf,10.1002/jat.2953,https://doi.org/10.1002/jat.2953,54_liang2013.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_cytotox/ with suggested filename.
cytotox,32_costa2015.pdf,10.1002/jat.3213,https://doi.org/10.1002/jat.3213,32_costa2015.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_cytotox/ with suggested filename.
cytotox,105_nahle2019.pdf,10.1002/jat.3765,https://doi.org/10.1002/jat.3765,105_nahle2019.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_cytotox/ with suggested filename.
cytotox,3_mojicapisciotti2014.pdf,10.1002/jbm.b.33068,https://doi.org/10.1002/jbm.b.33068,3_mojicapisciotti2014.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_cytotox/ with suggested filename.
cytotox,41_senut2015.pdf,10.1002/smll.201502346,https://doi.org/10.1002/smll.201502346,41_senut2015.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_cytotox/ with suggested filename.
cytotox,67_botelho2014.67_pdf.pdf,10.1016/j.biopha.2013.08.006,https://doi.org/10.1016/j.biopha.2013.08.006,67_botelho2014.67_pdf.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_cytotox/ with suggested filename.
cytotox,164_krishnaraj2014.pdf,10.1016/j.btre.2014.08.002,https://doi.org/10.1016/j.btre.2014.08.002,164_krishnaraj2014.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_cytotox/ with suggested filename.
cytotox,48_park2019.pdf,10.1016/j.matdes.2019.108187,https://doi.org/10.1016/j.matdes.2019.108187,48_park2019.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_cytotox/ with suggested filename.
cytotox,39_10.1016@j.mrgentox.2019.05.015.pdf,10.1016/j.mrgentox.2019.05.015,https://doi.org/10.1016/j.mrgentox.2019.05.015,39_10.1016@j.mrgentox.2019.05.015.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_cytotox/ with suggested filename.
cytotox,36_wang2011.pdf,10.1016/j.scitotenv.2011.07.039,https://doi.org/10.1016/j.scitotenv.2011.07.039,36_wang2011.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_cytotox/ with suggested filename.
cytotox,45_paino2012.pdf,10.1016/j.toxlet.2012.09.025,https://doi.org/10.1016/j.toxlet.2012.09.025,45_paino2012.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_cytotox/ with suggested filename.
cytotox,113_shukla2015.pdf,10.1016/j.toxrep.2014.11.002,https://doi.org/10.1016/j.toxrep.2014.11.002,113_shukla2015.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_cytotox/ with suggested filename.
cytotox,5_arvizo2010.pdf,10.1021/nl101140t,https://doi.org/10.1021/nl101140t,5_arvizo2010.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_cytotox/ with suggested filename.
cytotox,158_herd2013.pdf,10.1021/nn304439f,https://doi.org/10.1021/nn304439f,158_herd2013.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_cytotox/ with suggested filename.
cytotox,129_chen2008.pdf,10.1080/17458080802235765,https://doi.org/10.1080/17458080802235765,129_chen2008.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_cytotox/ with suggested filename.
cytotox,120_chen2011.pdf,10.1088/0957-4484/22/10/105708,https://doi.org/10.1088/0957-4484/22/10/105708,120_chen2011.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_cytotox/ with suggested filename.
cytotox,135_baek2011.pdf,10.1088/1742-6596/304/1/012044,https://doi.org/10.1088/1742-6596/304/1/012044,135_baek2011.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_cytotox/ with suggested filename.
cytotox,95_oup-accepted-manuscript-2017.pdf,10.1093/mutage/gex027,https://doi.org/10.1093/mutage/gex027,95_oup-accepted-manuscript-2017.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_cytotox/ with suggested filename.
cytotox,154_braydich-stolle2005.pdf,10.1093/toxsci/kfi256,https://doi.org/10.1093/toxsci/kfi256,154_braydich-stolle2005.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_cytotox/ with suggested filename.
cytotox,107_mrakovcic2014.pdf,10.1093/toxsci/kfu260,https://doi.org/10.1093/toxsci/kfu260,107_mrakovcic2014.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_cytotox/ with suggested filename.
cytotox,56_peng2012.pdf,10.1155/2012/160145,https://doi.org/10.1155/2012/160145,56_peng2012.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_cytotox/ with suggested filename.
cytotox,162_vijayakumar2012.pdf,10.1155/2012/734398,https://doi.org/10.1155/2012/734398,162_vijayakumar2012.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_cytotox/ with suggested filename.
cytotox,89_sahu2014.pdf,10.1155/2014/827019,https://doi.org/10.1155/2014/827019,89_sahu2014.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_cytotox/ with suggested filename.
cytotox,88_10.1155@2016@4023852.pdf,10.1155/2016/4023852,https://doi.org/10.1155/2016/4023852,88_10.1155@2016@4023852.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_cytotox/ with suggested filename.
cytotox,24_f49b4c3eccf090acd4d0bf7d19be972f.pdf,10.1155/2018/1367801,https://doi.org/10.1155/2018/1367801,24_f49b4c3eccf090acd4d0bf7d19be972f.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_cytotox/ with suggested filename.
cytotox,57_yang2018.pdf,10.1155/2018/2036176,https://doi.org/10.1155/2018/2036176,57_yang2018.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_cytotox/ with suggested filename.
cytotox,122_10.1155@2019@5287632.pdf,10.1155/2019/5287632,https://doi.org/10.1155/2019/5287632,122_10.1155@2019@5287632.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_cytotox/ with suggested filename.
cytotox,21_3c8805ef2a3d99c34dd3823dfe1e3bbc.pdf,10.1177/1559325818807382,https://doi.org/10.1177/1559325818807382,21_3c8805ef2a3d99c34dd3823dfe1e3bbc.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_cytotox/ with suggested filename.
cytotox,138_hoskins2012.pdf,10.1186/1556-276x-7-77,https://doi.org/10.1186/1556-276x-7-77,138_hoskins2012.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_cytotox/ with suggested filename.
cytotox,35_10.1186@s12951-019-0456-4.pdf,10.1186/s12951-019-0456-4,https://doi.org/10.1186/s12951-019-0456-4,35_10.1186@s12951-019-0456-4.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_cytotox/ with suggested filename.
cytotox,87_naqvi2010.pdf,10.2147/ijn.s13244,https://doi.org/10.2147/ijn.s13244,87_naqvi2010.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_cytotox/ with suggested filename.
cytotox,50_wu2017.pdf,10.2147/ijn.s135189,https://doi.org/10.2147/ijn.s135189,50_wu2017.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_cytotox/ with suggested filename.
cytotox,40_10.2147@IJN.S208225.pdf,10.2147/ijn.s208225,https://doi.org/10.2147/ijn.s208225,40_10.2147@IJN.S208225.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_cytotox/ with suggested filename.
cytotox,73_xia2019.pdf,10.2147/ijn.s214008,https://doi.org/10.2147/ijn.s214008,73_xia2019.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_cytotox/ with suggested filename.
cytotox,119_tyner2014.pdf,10.2147/ijn.s72580,https://doi.org/10.2147/ijn.s72580,119_tyner2014.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_cytotox/ with suggested filename.
cytotox,23_10.3390@cells8050444.pdf,10.3390/cells8050444,https://doi.org/10.3390/cells8050444,23_10.3390@cells8050444.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_cytotox/ with suggested filename.
cytotox,140_watanabe2013.pdf,10.3390/ijms140815546,https://doi.org/10.3390/ijms140815546,140_watanabe2013.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_cytotox/ with suggested filename.
cytotox,19_10.3390@nano9081081.pdf,10.3390/nano9081081,https://doi.org/10.3390/nano9081081,19_10.3390@nano9081081.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_cytotox/ with suggested filename.
cytotox,2_International Scholarly Research Notices - 2012 - Bancos - Evaluation of Viability and Proliferation Profiles on.pdf,10.5402/2012/454072,https://doi.org/10.5402/2012/454072,2_International_Scholarly_Research_Notices_-_2012_-_Bancos_-_Evaluation_of_Viability_and_Proliferation_Profiles_on.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_cytotox/ with suggested filename.
seltox,97_boda2015.pdf,10.1002/smll.201403014,https://doi.org/10.1002/smll.201403014,97_boda2015.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_seltox/ with suggested filename.
seltox,4_antibiotics-11-01219-v2.pdf,10.1007/s10876-020-01759-x,https://doi.org/10.1007/s10876-020-01759-x,4_antibiotics-11-01219-v2.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_seltox/ with suggested filename.
seltox,171_1-s2.0-S2211926423001625-main.pdf,10.1016/j.algal.2023.103129,https://doi.org/10.1016/j.algal.2023.103129,171_1-s2.0-S2211926423001625-main.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_seltox/ with suggested filename.
seltox,159_1-s2.0-S1878535214002482-main.pdf,10.1016/j.arabjc.2014.10.036,https://doi.org/10.1016/j.arabjc.2014.10.036,159_1-s2.0-S1878535214002482-main.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_seltox/ with suggested filename.
seltox,174_1-s2.0-S1878535216300387-main.pdf,10.1016/j.arabjc.2016.04.014,https://doi.org/10.1016/j.arabjc.2016.04.014,174_1-s2.0-S1878535216300387-main.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_seltox/ with suggested filename.
seltox,167_1-s2.0-S1878535221005402-main.pdf,10.1016/j.arabjc.2021.103525,https://doi.org/10.1016/j.arabjc.2021.103525,167_1-s2.0-S1878535221005402-main.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_seltox/ with suggested filename.
seltox,145_1-s2.0-S187853522200079X-main.pdf,10.1016/j.arabjc.2022.103763,https://doi.org/10.1016/j.arabjc.2022.103763,145_1-s2.0-S187853522200079X-main.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_seltox/ with suggested filename.
seltox,196_1-s2.0-S1878535222001149-main.pdf,10.1016/j.arabjc.2022.103798,https://doi.org/10.1016/j.arabjc.2022.103798,196_1-s2.0-S1878535222001149-main.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_seltox/ with suggested filename.
seltox,190_1-s2.0-S1878535222001587-main.pdf,10.1016/j.arabjc.2022.103842,https://doi.org/10.1016/j.arabjc.2022.103842,190_1-s2.0-S1878535222001587-main.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_seltox/ with suggested filename.
seltox,175_1-s2.0-S1878535224000637-main.pdf,10.1016/j.arabjc.2024.105661,https://doi.org/10.1016/j.arabjc.2024.105661,175_1-s2.0-S1878535224000637-main.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_seltox/ with suggested filename.
seltox,197_1-s2.0-S0003996919302067-main.pdf,10.1016/j.archoralbio.2019.104481,https://doi.org/10.1016/j.archoralbio.2019.104481,197_1-s2.0-S0003996919302067-main.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_seltox/ with suggested filename.
seltox,169_1-s2.0-S0003996921000649-main.pdf,10.1016/j.archoralbio.2021.105101,https://doi.org/10.1016/j.archoralbio.2021.105101,169_1-s2.0-S0003996921000649-main.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_seltox/ with suggested filename.
seltox,198_1-s2.0-S2590207524000170-main.pdf,10.1016/j.bioflm.2024.100192,https://doi.org/10.1016/j.bioflm.2024.100192,198_1-s2.0-S2590207524000170-main.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_seltox/ with suggested filename.
seltox,69_pageni2018.pdf,10.1016/j.biomaterials.2018.05.007,https://doi.org/10.1016/j.biomaterials.2018.05.007,69_pageni2018.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_seltox/ with suggested filename.
seltox,183_mishra2020.pdf,10.1016/j.btre.2020.e00571,https://doi.org/10.1016/j.btre.2020.e00571,183_mishra2020.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_seltox/ with suggested filename.
seltox,116_1-s2.0-S2215017X2300036X-main.pdf,10.1016/j.btre.2023.e00816,https://doi.org/10.1016/j.btre.2023.e00816,116_1-s2.0-S2215017X2300036X-main.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_seltox/ with suggested filename.
seltox,199_1-s2.0-S0927775724007131-main.pdf,10.1016/j.colsurfa.2024.133852,https://doi.org/10.1016/j.colsurfa.2024.133852,199_1-s2.0-S0927775724007131-main.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_seltox/ with suggested filename.
seltox,173_1-s2.0-S2666086524000134-main.pdf,10.1016/j.crgsc.2024.100408,https://doi.org/10.1016/j.crgsc.2024.100408,173_1-s2.0-S2666086524000134-main.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_seltox/ with suggested filename.
seltox,155_1-s2.0-S0928098723003111-main.pdf,10.1016/j.ejps.2023.106683,https://doi.org/10.1016/j.ejps.2023.106683,155_1-s2.0-S0928098723003111-main.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_seltox/ with suggested filename.
seltox,121_1-s2.0-S2405665024000490-main.pdf,10.1016/j.emcon.2024.100348,https://doi.org/10.1016/j.emcon.2024.100348,121_1-s2.0-S2405665024000490-main.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_seltox/ with suggested filename.
seltox,143_1-s2.0-S235218642100715X-main.pdf,10.1016/j.eti.2021.102067,https://doi.org/10.1016/j.eti.2021.102067,143_1-s2.0-S235218642100715X-main.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_seltox/ with suggested filename.
seltox,120_1-s2.0-S2772753X24001059-main.pdf,10.1016/j.focha.2024.100709,https://doi.org/10.1016/j.focha.2024.100709,120_1-s2.0-S2772753X24001059-main.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_seltox/ with suggested filename.
seltox,111_1-s2.0-S0308814622019227-main.pdf,10.1016/j.foodchem.2022.133960,https://doi.org/10.1016/j.foodchem.2022.133960,111_1-s2.0-S0308814622019227-main.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_seltox/ with suggested filename.
seltox,203_1-s2.0-S0956713518302330-main.pdf,10.1016/j.foodcont.2018.05.008,https://doi.org/10.1016/j.foodcont.2018.05.008,203_1-s2.0-S0956713518302330-main.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_seltox/ with suggested filename.
seltox,92_10.1016@j.heliyon.2019.e01333.pdf,10.1016/j.heliyon.2019.e01333,https://doi.org/10.1016/j.heliyon.2019.e01333,92_10.1016@j.heliyon.2019.e01333.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_seltox/ with suggested filename.
seltox,114_10.1016@j.heliyon.2019.e02980.pdf,10.1016/j.heliyon.2019.e02980,https://doi.org/10.1016/j.heliyon.2019.e02980,114_10.1016@j.heliyon.2019.e02980.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_seltox/ with suggested filename.
seltox,185_1-s2.0-S2405844020304692-main.pdf,10.1016/j.heliyon.2020.e03624,https://doi.org/10.1016/j.heliyon.2020.e03624,185_1-s2.0-S2405844020304692-main.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_seltox/ with suggested filename.
seltox,124_1-s2.0-S2405844020313372-main.pdf,10.1016/j.heliyon.2020.e04493,https://doi.org/10.1016/j.heliyon.2020.e04493,124_1-s2.0-S2405844020313372-main.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_seltox/ with suggested filename.
seltox,205_1-s2.0-S2405844021021368-main.pdf,10.1016/j.heliyon.2021.e08033,https://doi.org/10.1016/j.heliyon.2021.e08033,205_1-s2.0-S2405844021021368-main.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_seltox/ with suggested filename.
seltox,122_1-s2.0-S2405844022007605-main.pdf,10.1016/j.heliyon.2022.e09472,https://doi.org/10.1016/j.heliyon.2022.e09472,122_1-s2.0-S2405844022007605-main.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_seltox/ with suggested filename.
seltox,122_1-s2.0-S2405844022007605-main.pdf,10.1016/j.heliyon.2022.e09474,https://doi.org/10.1016/j.heliyon.2022.e09474,122_1-s2.0-S2405844022007605-main.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_seltox/ with suggested filename.
seltox,154_1-s2.0-S2405844022012981-main.pdf,10.1016/j.heliyon.2022.e10010,https://doi.org/10.1016/j.heliyon.2022.e10010,154_1-s2.0-S2405844022012981-main.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_seltox/ with suggested filename.
seltox,218_1-s2.0-S240584402302950X-main.pdf,10.1016/j.heliyon.2023.e15743,https://doi.org/10.1016/j.heliyon.2023.e15743,218_1-s2.0-S240584402302950X-main.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_seltox/ with suggested filename.
seltox,131_1-s2.0-S2405844023059960-main.pdf,10.1016/j.heliyon.2023.e18788,https://doi.org/10.1016/j.heliyon.2023.e18788,131_1-s2.0-S2405844023059960-main.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_seltox/ with suggested filename.
seltox,126_1-s2.0-S2405844023062692-main.pdf,10.1016/j.heliyon.2023.e19061,https://doi.org/10.1016/j.heliyon.2023.e19061,126_1-s2.0-S2405844023062692-main.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_seltox/ with suggested filename.
seltox,144_1-s2.0-S2405844023099796-main.pdf,10.1016/j.heliyon.2023.e22771,https://doi.org/10.1016/j.heliyon.2023.e22771,144_1-s2.0-S2405844023099796-main.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_seltox/ with suggested filename.
seltox,140_1-s2.0-S2405844024008466-main.pdf,10.1016/j.heliyon.2024.e24815,https://doi.org/10.1016/j.heliyon.2024.e24815,140_1-s2.0-S2405844024008466-main.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_seltox/ with suggested filename.
seltox,117_1-s2.0-S240584402401291X-main.pdf,10.1016/j.heliyon.2024.e25260,https://doi.org/10.1016/j.heliyon.2024.e25260,117_1-s2.0-S240584402401291X-main.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_seltox/ with suggested filename.
seltox,182_main.pdf,10.1016/j.heliyon.2024.e28971,https://doi.org/10.1016/j.heliyon.2024.e28971,182_main.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_seltox/ with suggested filename.
seltox,119_1-s2.0-S2405844024065319-main.pdf,10.1016/j.heliyon.2024.e30500,https://doi.org/10.1016/j.heliyon.2024.e30500,119_1-s2.0-S2405844024065319-main.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_seltox/ with suggested filename.
seltox,146_1-s2.0-S2405844024071470-main.pdf,10.1016/j.heliyon.2024.e31116,https://doi.org/10.1016/j.heliyon.2024.e31116,146_1-s2.0-S2405844024071470-main.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_seltox/ with suggested filename.
seltox,200_1-s2.0-S0141813023028775-main.pdf,10.1016/j.ijbiomac.2023.125982,https://doi.org/10.1016/j.ijbiomac.2023.125982,200_1-s2.0-S0141813023028775-main.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_seltox/ with suggested filename.
seltox,165_1-s2.0-S2590156724000173-main.pdf,10.1016/j.ijpx.2024.100245,https://doi.org/10.1016/j.ijpx.2024.100245,165_1-s2.0-S2590156724000173-main.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_seltox/ with suggested filename.
seltox,150_1-s2.0-S2666934X23000259-main.pdf,10.1016/j.jciso.2023.100098,https://doi.org/10.1016/j.jciso.2023.100098,150_1-s2.0-S2666934X23000259-main.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_seltox/ with suggested filename.
